symbol,tprofit,cprofit,target,stoploss
ADANIENT,470.182,3880.226977125359,29.9,2.76
SUZLON,344.29100000000005,1315.408542798939,29.9,4.01
IDEA,98.724,196.2108899917089,26.4,1.05
RTNINDIA,356.33,1034.1392489065413,29.9,0.01
ADANIENT,578.2960000000019,7388.319438721164,47.60000000000026,2.76
BANKNIFTY,161.44500000000005,398.7233179583162,21.700000000000003,1.43
SUZLON,422.94900000000234,2090.167078847074,43.3000000000002,4.01
