"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover In Rs  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"NTPC","EQ","14-Aug-2024","396.20","398.90","400.00","393.65","397.05","396.35","397.14","94,24,614","3,74,29,35,574.20","1,19,646","48,54,609","51.51"
