Date,Symbol,OpenPrice,HighPrice,LowPrice,ClosePrice,High%,Low%,Close%,target_wrt_h&l%,stoploss_wrt_h&l%,profit_decider,Day,Month,Year,stploss,trgt,profit,cumsum,cumprod
2014-09-22,ADANIENT,491.5,498.5,488.55,497.3,1.424,-0.6,1.18,1.424,0.6,0.6,22,9,2014,0.01,50.0,-0.02,-0.02,0.9998
2014-09-23,ADANIENT,499.9,500.0,483.3,485.2,0.02,-3.321,-2.941,3.321,0.02,0.02,23,9,2014,0.01,50.0,-0.02,-0.04,0.99960004
2014-09-24,ADANIENT,485.1,488.8,475.3,483.05,0.763,-2.02,-0.423,2.02,0.763,0.763,24,9,2014,0.01,50.0,-0.02,-0.06,0.9994001199920001
2014-09-25,ADANIENT,485.0,485.0,467.4,471.3,0.0,-3.629,-2.825,3.629,0.0,0.0,25,9,2014,0.01,50.0,2.8150000000000004,2.7550000000000003,1.0275332333697749
2014-09-26,ADANIENT,467.1,478.4,463.9,473.65,2.419,-0.685,1.402,2.419,0.685,0.685,26,9,2014,0.01,50.0,-0.02,2.7350000000000003,1.027327726723101
2014-09-29,ADANIENT,475.0,485.0,470.4,477.0,2.105,-0.968,0.421,2.105,0.968,0.968,29,9,2014,0.01,50.0,-0.02,2.7150000000000003,1.0271222611777564
2014-09-30,ADANIENT,472.55,483.0,467.0,470.7,2.211,-1.174,-0.391,2.211,1.174,1.174,30,9,2014,0.01,50.0,-0.02,2.6950000000000003,1.0269168367255208
2014-10-01,ADANIENT,469.0,477.65,455.2,464.0,1.844,-2.942,-1.066,2.942,1.844,1.844,1,10,2014,0.01,50.0,-0.02,2.6750000000000003,1.0267114533581758
2014-10-07,ADANIENT,459.5,469.25,449.55,452.25,2.122,-2.165,-1.578,2.165,2.122,2.122,7,10,2014,0.01,50.0,-0.02,2.6550000000000002,1.0265061110675042
2014-10-08,ADANIENT,448.55,467.5,448.55,461.6,4.225,0.0,2.909,4.225,0.0,0.0,8,10,2014,0.01,50.0,2.899,5.554,1.0562645232273513
2014-10-09,ADANIENT,464.0,471.85,461.4,466.25,1.692,-0.56,0.485,1.692,0.56,0.56,9,10,2014,0.01,50.0,-0.02,5.534000000000001,1.056053270322706
2014-10-10,ADANIENT,461.7,465.0,455.0,460.8,0.715,-1.451,-0.195,1.451,0.715,0.715,10,10,2014,0.01,50.0,-0.02,5.514000000000001,1.0558420596686413
2014-10-13,ADANIENT,456.65,462.0,453.55,461.1,1.172,-0.679,0.974,1.172,0.679,0.679,13,10,2014,0.01,50.0,-0.02,5.4940000000000015,1.0556308912567076
2014-10-14,ADANIENT,463.55,464.9,445.55,453.0,0.291,-3.883,-2.276,3.883,0.291,0.291,14,10,2014,0.01,50.0,-0.02,5.474000000000002,1.0554197650784563
2014-10-16,ADANIENT,449.15,456.7,438.75,444.7,1.681,-2.315,-0.991,2.315,1.681,1.681,16,10,2014,0.01,50.0,-0.02,5.454000000000002,1.0552086811254406
2014-10-17,ADANIENT,446.0,446.7,434.1,440.95,0.157,-2.668,-1.132,2.668,0.157,0.157,17,10,2014,0.01,50.0,-0.02,5.434000000000003,1.0549976393892155
2014-10-20,ADANIENT,447.6,454.6,439.45,450.3,1.564,-1.821,0.603,1.821,1.564,1.564,20,10,2014,0.01,50.0,-0.02,5.414000000000003,1.0547866398613377
