Date,Symbol,OpenPrice,HighPrice,LowPrice,ClosePrice,High%,Low%,Close%,target_wrt_h&l%,stoploss_wrt_h&l%,profit_decider,Day,Month,Year,stploss,trgt,profit,cumsum,cumprod
2020-09-21,IRCTC,1425.0,1430.0,1380.0,1397.35,0.351,-3.158,-1.94,3.158,0.351,0.351,21,9,2020,0.76,12.3,1.18,1.18,1.0118
2020-09-22,IRCTC,1390.0,1390.0,1330.1,1355.7,0.0,-4.309,-2.468,4.309,0.0,0.0,22,9,2020,0.76,12.3,1.708,2.888,1.029081544
2020-09-23,IRCTC,1365.0,1380.0,1353.25,1372.85,1.099,-0.861,0.575,1.099,0.861,0.861,23,9,2020,0.76,12.3,-1.52,1.3679999999999999,1.0134395045312001
2020-09-24,IRCTC,1352.85,1366.0,1332.0,1338.85,0.972,-1.541,-1.035,1.541,0.972,0.972,24,9,2020,0.76,12.3,-1.52,-0.15200000000000014,0.9980352240623259
2020-09-25,IRCTC,1360.0,1360.0,1340.0,1352.05,0.0,-1.471,-0.585,1.471,0.0,0.0,25,9,2020,0.76,12.3,-0.17500000000000004,-0.3270000000000002,0.9962886624202169
2020-09-28,IRCTC,1360.0,1372.5,1355.0,1367.05,0.919,-0.368,0.518,0.919,0.368,0.368,28,9,2020,0.76,12.3,-0.242,-0.5690000000000002,0.9938776438571599
2020-09-29,IRCTC,1370.0,1395.0,1364.0,1383.35,1.825,-0.438,0.974,1.825,0.438,0.438,29,9,2020,0.76,12.3,0.21399999999999997,-0.3550000000000002,0.9960045420150143
2020-09-30,IRCTC,1383.4,1419.5,1368.7,1384.0,2.61,-1.063,0.043,2.61,1.063,1.063,30,9,2020,0.76,12.3,-1.52,-1.8750000000000002,0.9808652729763861
2020-10-01,IRCTC,1410.0,1410.0,1370.0,1379.3,0.0,-2.837,-2.177,2.837,0.0,0.0,1,10,2020,0.76,12.3,1.417,-0.4580000000000002,0.9947641338944616
2020-10-05,IRCTC,1390.0,1391.05,1356.25,1376.05,0.076,-2.428,-1.004,2.428,0.076,0.076,5,10,2020,0.76,12.3,0.244,-0.2140000000000002,0.9971913583811641
2020-10-06,IRCTC,1363.0,1373.0,1360.0,1363.85,0.734,-0.22,0.062,0.734,0.22,0.22,6,10,2020,0.76,12.3,-0.698,-0.9120000000000001,0.9902309626996636
