Date,Symbol,OpenPrice,HighPrice,LowPrice,ClosePrice,High%,Low%,Close%,target_wrt_h&l%,stoploss_wrt_h&l%,profit_decider,Day,Month,Year,stploss,trgt,profit,cumsum,cumprod
2022-09-20,SUZLON,8.8,8.9,8.6,8.65,1.136,-2.273,-1.705,2.273,1.136,1.136,20,9,2022,0.01,5.2,-0.02,-0.02,0.9998
2022-09-21,SUZLON,8.3,8.8,8.25,8.55,6.024,-0.602,3.012,6.024,0.602,0.602,21,9,2022,0.01,5.2,-0.02,-0.04,0.99960004
2022-09-22,SUZLON,8.5,9.85,8.5,9.6,15.882,0.0,12.941,15.882,0.0,0.0,22,9,2022,0.01,5.2,5.19,5.15,1.0514792820760002
2022-09-23,SUZLON,9.75,9.9,9.0,9.1,1.538,-7.692,-6.667,7.692,1.538,1.538,23,9,2022,0.01,5.2,-0.02,5.130000000000001,1.051268986219585
2022-09-26,SUZLON,8.95,8.95,8.15,8.55,0.0,-8.939,-4.469,8.939,0.0,0.0,26,9,2022,0.01,5.2,5.19,10.32,1.1058298466043814
2022-09-27,SUZLON,8.7,9.05,8.25,8.35,4.023,-5.172,-4.023,5.172,4.023,4.023,27,9,2022,0.01,5.2,-0.02,10.3,1.1056086806350607
2022-09-28,SUZLON,8.2,8.35,7.95,8.1,1.829,-3.049,-1.22,3.049,1.829,1.829,28,9,2022,0.01,5.2,-0.02,10.280000000000001,1.1053875588989337
2022-09-29,SUZLON,8.35,8.6,8.25,8.45,2.994,-1.198,1.198,2.994,1.198,1.198,29,9,2022,0.01,5.2,-0.02,10.260000000000002,1.105166481387154
2022-09-30,SUZLON,8.5,8.85,8.45,8.7,4.118,-0.588,2.353,4.118,0.588,0.588,30,9,2022,0.01,5.2,-0.02,10.240000000000002,1.1049454480908767
2022-10-03,SUZLON,7.6,8.25,7.5,7.9,8.553,-1.316,3.947,8.553,1.316,1.316,3,10,2022,0.01,5.2,-0.02,10.220000000000002,1.1047244590012586
2022-10-04,SUZLON,7.9,7.9,7.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,4,10,2022,0.01,5.2,-0.01,10.210000000000003,1.1046139865553586
2022-10-04,SUZLON,8.2,8.25,7.8,7.9,0.61,-4.878,-3.659,4.878,0.61,0.61,4,10,2022,0.01,5.2,-0.02,10.190000000000003,1.1043930637580475
2022-10-06,SUZLON,8.0,8.0,7.55,7.65,0.0,-5.625,-4.375,5.625,0.0,0.0,6,10,2022,0.01,5.2,5.19,15.380000000000003,1.1617110637670902
2022-10-07,SUZLON,7.75,7.85,7.6,7.65,1.29,-1.935,-1.29,1.935,1.29,1.29,7,10,2022,0.01,5.2,-0.02,15.360000000000003,1.1614787215543367
