Date,Symbol,OpenPrice,HighPrice,LowPrice,ClosePrice,High%,Low%,Close%,target_wrt_h&l%,stoploss_wrt_h&l%,profit_decider,Day,Month,Year
2018-09-21,TATAMOTORS,255.05,257.7,228.85,250.35,1.039,-10.272,-1.843,10.272,1.039,1.039,21,9,2018
2018-09-24,TATAMOTORS,250.2,251.0,239.35,240.2,0.32,-4.337,-3.997,4.337,0.32,0.32,24,9,2018
2018-09-25,TATAMOTORS,241.0,243.5,235.45,240.8,1.037,-2.303,-0.083,2.303,1.037,1.037,25,9,2018
2018-09-26,TATAMOTORS,242.3,243.2,229.55,233.35,0.371,-5.262,-3.694,5.262,0.371,0.371,26,9,2018
2018-09-27,TATAMOTORS,234.8,236.55,223.1,225.25,0.745,-4.983,-4.067,4.983,0.745,0.745,27,9,2018
2018-09-28,TATAMOTORS,227.9,230.7,219.5,223.7,1.229,-3.686,-1.843,3.686,1.229,1.229,28,9,2018
2018-10-01,TATAMOTORS,225.0,230.45,220.0,229.35,2.422,-2.222,1.933,2.422,2.222,2.222,1,10,2018
2018-10-03,TATAMOTORS,230.0,232.8,225.8,227.6,1.217,-1.826,-1.043,1.826,1.217,1.217,3,10,2018
2018-10-04,TATAMOTORS,224.0,230.8,221.75,223.25,3.036,-1.004,-0.335,3.036,1.004,1.004,4,10,2018
2018-10-05,TATAMOTORS,222.75,226.45,214.75,216.25,1.661,-3.591,-2.918,3.591,1.661,1.661,5,10,2018
2018-10-08,TATAMOTORS,217.8,218.5,208.1,212.35,0.321,-4.454,-2.502,4.454,0.321,0.321,8,10,2018
2018-10-09,TATAMOTORS,205.7,206.0,170.3,184.35,0.146,-17.21,-10.379,17.21,0.146,0.146,9,10,2018
2018-10-10,TATAMOTORS,186.0,190.95,185.05,188.75,2.661,-0.511,1.478,2.661,0.511,0.511,10,10,2018
2018-10-11,TATAMOTORS,180.65,187.75,178.0,182.95,3.93,-1.467,1.273,3.93,1.467,1.467,11,10,2018
2018-10-12,TATAMOTORS,185.95,188.4,182.6,183.75,1.318,-1.802,-1.183,1.802,1.318,1.318,12,10,2018
2018-10-15,TATAMOTORS,186.5,186.5,182.7,184.35,0.0,-2.038,-1.153,2.038,0.0,0.0,15,10,2018
2018-10-16,TATAMOTORS,185.2,187.25,184.55,185.85,1.107,-0.351,0.351,1.107,0.351,0.351,16,10,2018
2018-10-17,TATAMOTORS,187.6,187.8,179.1,179.95,0.107,-4.531,-4.078,4.531,0.107,0.107,17,10,2018
2018-10-19,TATAMOTORS,178.95,179.75,174.0,174.7,0.447,-2.766,-2.375,2.766,0.447,0.447,19,10,2018
2018-10-22,TATAMOTORS,176.4,176.85,170.05,170.75,0.255,-3.6,-3.203,3.6,0.255,0.255,22,10,2018
2018-10-23,TATAMOTORS,170.0,175.7,169.55,170.65,3.353,-0.265,0.382,3.353,0.265,0.265,23,10,2018
2018-10-24,TATAMOTORS,173.9,175.0,169.0,170.65,0.633,-2.818,-1.869,2.818,0.633,0.633,24,10,2018
2018-10-25,TATAMOTORS,168.95,169.75,164.6,165.35,0.474,-2.575,-2.131,2.575,0.474,0.474,25,10,2018
2018-10-26,TATAMOTORS,166.0,172.8,165.9,168.5,4.096,-0.06,1.506,4.096,0.06,0.06,26,10,2018
2018-10-29,TATAMOTORS,169.95,176.5,167.7,175.35,3.854,-1.324,3.177,3.854,1.324,1.324,29,10,2018
2018-10-30,TATAMOTORS,177.0,181.5,176.05,177.25,2.542,-0.537,0.141,2.542,0.537,0.537,30,10,2018
2018-10-31,TATAMOTORS,178.3,180.0,173.45,179.1,0.953,-2.72,0.449,2.72,0.953,0.953,31,10,2018
2018-11-01,TATAMOTORS,182.0,186.05,178.2,179.45,2.225,-2.088,-1.401,2.225,2.088,2.088,1,11,2018
