Date,Symbol,OpenPrice,HighPrice,LowPrice,ClosePrice,High%,Low%,Close%,target_wrt_h&l%,stoploss_wrt_h&l%,profit_decider,Day,Month,Year
2016-09-20,SUZLON,16.1,16.15,15.9,15.9,0.311,-1.242,-1.242,1.242,0.311,0.311,20,9,2016
2016-09-21,SUZLON,15.9,16.05,15.8,15.85,0.943,-0.629,-0.314,0.943,0.629,0.629,21,9,2016
2016-09-22,SUZLON,16.05,16.1,15.85,15.9,0.312,-1.246,-0.935,1.246,0.312,0.312,22,9,2016
2016-09-23,SUZLON,15.9,16.35,15.8,15.9,2.83,-0.629,0.0,2.83,0.629,0.629,23,9,2016
2016-09-27,SUZLON,15.8,16.1,15.5,15.6,1.899,-1.899,-1.266,1.899,1.899,1.899,27,9,2016
2016-09-28,SUZLON,15.6,15.7,15.4,15.4,0.641,-1.282,-1.282,1.282,0.641,0.641,28,9,2016
2016-09-29,SUZLON,15.55,15.6,14.1,14.5,0.322,-9.325,-6.752,9.325,0.322,0.322,29,9,2016
2016-09-30,SUZLON,14.6,14.9,14.55,14.85,2.055,-0.342,1.712,2.055,0.342,0.342,30,9,2016
2016-10-05,SUZLON,15.1,15.15,14.85,14.9,0.331,-1.656,-1.325,1.656,0.331,0.331,5,10,2016
2016-10-06,SUZLON,15.1,15.15,14.5,14.6,0.331,-3.974,-3.311,3.974,0.331,0.331,6,10,2016
2016-10-07,SUZLON,14.65,14.75,14.25,14.4,0.683,-2.73,-1.706,2.73,0.683,0.683,7,10,2016
2016-10-13,SUZLON,14.85,15.35,14.6,14.7,3.367,-1.684,-1.01,3.367,1.684,1.684,13,10,2016
2016-10-14,SUZLON,14.8,14.85,14.45,14.6,0.338,-2.365,-1.351,2.365,0.338,0.338,14,10,2016
2016-10-17,SUZLON,14.5,14.6,14.3,14.35,0.69,-1.379,-1.034,1.379,0.69,0.69,17,10,2016
2016-10-18,SUZLON,14.4,14.55,14.3,14.35,1.042,-0.694,-0.347,1.042,0.694,0.694,18,10,2016
2016-10-19,SUZLON,14.45,15.3,14.4,14.75,5.882,-0.346,2.076,5.882,0.346,0.346,19,10,2016
2016-10-20,SUZLON,15.2,15.4,15.1,15.15,1.316,-0.658,-0.329,1.316,0.658,0.658,20,10,2016
2016-10-21,SUZLON,15.2,15.3,14.75,14.8,0.658,-2.961,-2.632,2.961,0.658,0.658,21,10,2016
2016-10-24,SUZLON,14.9,14.95,14.75,14.8,0.336,-1.007,-0.671,1.007,0.336,0.336,24,10,2016
2016-10-25,SUZLON,14.85,14.9,14.6,14.65,0.337,-1.684,-1.347,1.684,0.337,0.337,25,10,2016
2016-10-26,SUZLON,14.7,15.2,14.6,14.7,3.401,-0.68,0.0,3.401,0.68,0.68,26,10,2016
2016-10-27,SUZLON,14.7,14.85,14.5,14.6,1.02,-1.361,-0.68,1.361,1.02,1.02,27,10,2016
2016-10-28,SUZLON,14.7,15.3,14.55,15.15,4.082,-1.02,3.061,4.082,1.02,1.02,28,10,2016
2016-10-30,SUZLON,15.3,15.55,15.2,15.4,1.634,-0.654,0.654,1.634,0.654,0.654,30,10,2016
2016-11-01,SUZLON,15.55,15.6,15.05,15.1,0.322,-3.215,-2.894,3.215,0.322,0.322,1,11,2016
2016-11-02,SUZLON,14.9,14.95,14.65,14.7,0.336,-1.678,-1.342,1.678,0.336,0.336,2,11,2016
2016-11-03,SUZLON,14.7,14.85,14.55,14.6,1.02,-1.02,-0.68,1.02,1.02,1.02,3,11,2016
2016-11-04,SUZLON,14.7,14.75,14.25,14.35,0.34,-3.061,-2.381,3.061,0.34,0.34,4,11,2016
2016-11-07,SUZLON,14.45,15.1,14.4,14.75,4.498,-0.346,2.076,4.498,0.346,0.346,7,11,2016
2016-11-08,SUZLON,14.8,14.85,14.5,14.6,0.338,-2.027,-1.351,2.027,0.338,0.338,8,11,2016
2016-11-09,SUZLON,13.0,14.3,12.0,14.2,10.0,-7.692,9.231,10.0,7.692,7.692,9,11,2016
2016-11-10,SUZLON,14.55,15.15,14.3,15.05,4.124,-1.718,3.436,4.124,1.718,1.718,10,11,2016
2016-11-11,SUZLON,14.95,15.25,14.5,14.55,2.007,-3.01,-2.676,3.01,2.007,2.007,11,11,2016
2016-11-16,SUZLON,15.55,15.75,14.7,14.8,1.286,-5.466,-4.823,5.466,1.286,1.286,16,11,2016
2016-11-17,SUZLON,14.95,15.1,14.4,14.45,1.003,-3.679,-3.344,3.679,1.003,1.003,17,11,2016
2016-11-18,SUZLON,14.6,14.9,14.4,14.75,2.055,-1.37,1.027,2.055,1.37,1.37,18,11,2016
2016-11-22,SUZLON,14.15,14.25,13.7,14.05,0.707,-3.18,-0.707,3.18,0.707,0.707,22,11,2016
2016-11-24,SUZLON,14.1,14.7,13.95,14.35,4.255,-1.064,1.773,4.255,1.064,1.064,24,11,2016
2016-11-25,SUZLON,14.55,14.65,14.3,14.55,0.687,-1.718,0.0,1.718,0.687,0.687,25,11,2016
2016-11-28,SUZLON,14.6,15.0,14.45,14.85,2.74,-1.027,1.712,2.74,1.027,1.027,28,11,2016
2016-11-29,SUZLON,14.95,15.15,14.8,14.8,1.338,-1.003,-1.003,1.338,1.003,1.003,29,11,2016
2016-12-01,SUZLON,14.85,15.05,14.65,14.8,1.347,-1.347,-0.337,1.347,1.347,1.347,1,12,2016
2016-12-02,SUZLON,14.75,14.9,14.55,14.65,1.017,-1.356,-0.678,1.356,1.017,1.017,2,12,2016
