symbol,month,year,OpenPrice,HighPrice,LowPrice,ClosePrice,High%,Low%,Close%,target_wrt_h&l%,stoploss_wrt_h&l%,profit_decider,stploss,trgt,profit,cumsum,cumprod
ADANIENT,1,2019,160.9,162.35,118.95,137.15,0.901,-26.072,-14.761,26.072,0.901,0.901,6.32,47.6,8.440999999999999,8.440999999999999,1.08441
ADANIENT,2,2019,136.95,144.8,114.8,128.85,5.732,-16.174,-5.915,16.174,5.732,5.732,6.32,47.6,-0.40500000000000025,8.035999999999998,1.0800181395000001
ADANIENT,3,2019,130.35,150.75,128.85,146.75,15.65,-1.151,12.582,15.65,1.151,1.151,6.32,47.6,6.2620000000000005,14.297999999999998,1.14764887539549
ADANIENT,4,2019,147.45,153.3,125.0,127.05,3.967,-15.226,-13.835,15.226,3.967,3.967,6.32,47.6,7.515000000000001,21.813,1.2338946883814612
ADANIENT,5,2019,126.0,180.8,113.0,154.75,43.492,-10.317,22.817,43.492,10.317,10.317,6.32,47.6,-12.64,9.172999999999998,1.0779303997700445
ADANIENT,6,2019,154.0,161.9,140.35,150.5,5.13,-8.864,-2.273,8.864,5.13,5.13,6.32,47.6,-4.047000000000001,5.125999999999998,1.0343065564913507
ADANIENT,7,2019,150.65,161.8,123.85,128.8,7.401,-17.79,-14.504,17.79,7.401,7.401,6.32,47.6,-12.64,-7.514000000000003,0.903570207750844
ADANIENT,8,2019,128.6,138.3,121.15,137.35,7.543,-5.793,6.804,7.543,5.793,5.793,6.32,47.6,0.484,-7.030000000000003,0.907943487556358
ADANIENT,9,2019,135.6,155.4,130.6,145.85,14.602,-3.687,7.559,14.602,3.687,3.687,6.32,47.6,1.2389999999999999,-5.791000000000003,0.9191929073671812
ADANIENT,10,2019,146.1,201.3,134.1,199.65,37.782,-8.214,36.653,37.782,8.214,8.214,6.32,47.6,-12.64,-18.431000000000004,0.8030069238759694
ADANIENT,11,2019,199.0,221.5,194.05,214.9,11.307,-2.487,7.99,11.307,2.487,2.487,6.32,47.6,1.67,-16.761000000000003,0.8164171395046981
ADANIENT,12,2019,212.0,220.8,202.4,208.35,4.151,-4.528,-1.722,4.528,4.151,4.151,6.32,47.6,-4.598000000000001,-21.359,0.778878279430272
ADANIENT,1,2020,209.0,210.45,206.65,207.85,0.694,-1.124,-0.55,1.124,0.694,0.694,6.32,47.6,-5.7700000000000005,-27.129,0.7339370027071453
