symbol,month,year,OpenPrice,HighPrice,LowPrice,ClosePrice,High%,Low%,Close%,target_wrt_h&l%,stoploss_wrt_h&l%,profit_decider,stploss,trgt,profit,cumsum,cumprod
ADANIENT,1,2023,3870.0,3880.0,2665.0,2973.9,0.258,-31.137,-23.155,31.137,0.258,0.258,2.67,49.900000000000006,20.485,20.485,1.20485
ADANIENT,2,2023,2995.0,3010.75,1017.45,1363.85,0.526,-66.028,-54.462,66.028,0.526,0.526,2.67,49.900000000000006,47.230000000000004,67.715,1.7739006550000003
ADANIENT,3,2023,1424.0,2135.0,1407.9,1750.45,49.93,-1.131,22.925,49.93,1.131,1.131,2.67,49.900000000000006,47.230000000000004,114.94500000000001,2.6117139343565006
ADANIENT,4,2023,1750.45,1944.0,1671.55,1924.95,11.057,-4.507,9.969,11.057,4.507,4.507,2.67,49.900000000000006,-5.34,109.605,2.4722484102618636
ADANIENT,5,2023,1935.0,2759.45,1785.35,2493.35,42.607,-7.734,28.855,42.607,7.734,7.734,2.67,49.900000000000006,-5.34,104.265,2.34023034515388
ADANIENT,6,2023,2499.9,2560.0,2163.3,2388.05,2.404,-13.465,-4.474,13.465,2.404,2.404,2.67,49.900000000000006,1.8040000000000003,106.069,2.382448100580456
ADANIENT,7,2023,2405.0,2518.0,2340.0,2492.2,4.699,-2.703,3.626,4.699,2.703,2.703,2.67,49.900000000000006,-5.34,100.729,2.25522537200946
ADANIENT,8,2023,2504.85,2722.4,2383.75,2419.25,8.685,-4.835,-3.417,8.685,4.835,4.835,2.67,49.900000000000006,-5.34,95.389,2.134796337144155
ADANIENT,9,2023,2381.0,2630.25,2380.0,2413.9,10.468,-0.042,1.382,10.468,0.042,0.042,2.67,49.900000000000006,-1.288,94.101,2.107300160321738
ADANIENT,10,2023,2418.0,2538.0,2167.05,2294.65,4.963,-10.378,-5.101,10.378,4.963,4.963,2.67,49.900000000000006,-5.34,88.761,1.9947703317605572
ADANIENT,11,2023,2299.0,2512.4,2142.0,2358.55,9.282,-6.829,2.59,9.282,6.829,6.829,2.67,49.900000000000006,-5.34,83.42099999999999,1.8882495960445433
ADANIENT,12,2023,2370.0,3154.55,2354.1,2848.95,33.103,-0.671,20.209,33.103,0.671,0.671,2.67,49.900000000000006,17.539,100.96,2.2194296926947956
ADANIENT,1,2024,2852.3,2947.0,2842.05,2917.2,3.32,-0.359,2.275,3.32,0.359,0.359,2.67,49.900000000000006,-0.395,100.565,2.210662945408651
