symbol,month,year,OpenPrice,HighPrice,LowPrice,ClosePrice,High%,Low%,Close%,target_wrt_h&l%,stoploss_wrt_h&l%,profit_decider,stploss,trgt,profit,cumsum,cumprod
ADANIENT,1,2021,477.0,552.95,477.0,506.65,15.922,0.0,6.216,15.922,0.0,0.0,8.22,47.800000000000004,-2.0040000000000004,-2.0040000000000004,0.9799599999999999
ADANIENT,2,2021,510.5,862.4,496.9,833.65,68.932,-2.664,63.301,68.932,2.664,2.664,8.22,47.800000000000004,39.580000000000005,37.57600000000001,1.367828168
ADANIENT,3,2021,840.75,1093.0,836.45,1031.15,30.003,-0.511,22.646,30.003,0.511,0.511,8.22,47.800000000000004,14.426,52.00200000000001,1.5651510595156801
ADANIENT,4,2021,1043.4,1251.6,1035.0,1158.7,19.954,-0.805,11.05,19.954,0.805,0.805,8.22,47.800000000000004,2.83,54.83200000000001,1.6094448344999739
ADANIENT,5,2021,1145.1,1351.55,1122.65,1316.3,18.029,-1.961,14.951,18.029,1.961,1.961,8.22,47.800000000000004,6.731,61.56300000000001,1.7177765663101672
ADANIENT,6,2021,1319.9,1717.2,1201.2,1507.55,30.101,-8.993,14.217,30.101,8.993,8.993,8.22,47.800000000000004,-16.44,45.123000000000005,1.4353740988087758
ADANIENT,7,2021,1509.55,1522.55,1332.75,1420.25,0.861,-11.712,-5.916,11.712,0.861,0.861,8.22,47.800000000000004,-2.3040000000000003,42.819,1.4023030795722216
ADANIENT,8,2021,1435.0,1596.85,1361.55,1587.6,11.279,-5.118,10.634,11.279,5.118,5.118,8.22,47.800000000000004,2.4139999999999997,45.233000000000004,1.436154675913095
ADANIENT,9,2021,1594.9,1628.45,1381.35,1468.1,2.104,-13.39,-7.95,13.39,2.104,2.104,8.22,47.800000000000004,-0.27000000000000046,44.963,1.4322770582881297
ADANIENT,10,2021,1465.0,1672.95,1367.7,1423.6,14.195,-6.642,-2.826,14.195,6.642,6.642,8.22,47.800000000000004,-5.394,39.569,1.3550200337640679
ADANIENT,11,2021,1436.0,1788.9,1411.2,1662.85,24.575,-1.727,15.797,24.575,1.727,1.727,8.22,47.800000000000004,7.577,47.146,1.4576899017223712
ADANIENT,12,2021,1694.0,1788.0,1555.2,1709.45,5.549,-8.194,0.912,8.194,5.549,5.549,8.22,47.800000000000004,-7.308000000000001,39.838,1.3511619237045003
