,symbol,month,year,OpenPrice,HighPrice,LowPrice,ClosePrice,High%,Low%,Close%,target_wrt_h&l%,stoploss_wrt_h&l%,profit_decider,stploss,trgt,profit,cumsum,cumprod
21,BANKNIFTY,9,2017,24389.2,25105.35,23611.1,24053.0,2.936,-3.19,-1.378,3.19,2.936,2.936,1.43,21.700000000000003,-2.86,27.363000000000007,1.2844643526002655
22,BANKNIFTY,10,2017,24200.6,25186.05,23912.55,25019.35,4.072,-1.19,3.383,4.072,1.19,1.19,1.43,21.700000000000003,1.953,29.316000000000006,1.3095499414065488
23,BANKNIFTY,11,2017,25197.3,25953.5,25119.5,25332.4,3.001,-0.309,0.536,3.001,0.309,0.309,1.43,21.700000000000003,-0.8939999999999999,28.422000000000008,1.2978425649303744
24,BANKNIFTY,12,2017,25409.55,25780.05,24617.15,25539.45,1.458,-3.119,0.511,3.119,1.458,1.458,1.43,21.700000000000003,-2.86,25.56200000000001,1.2607242675733659
25,BANKNIFTY,1,2018,25565.75,27652.05,25232.8,27379.45,8.161,-1.302,7.094,8.161,1.302,1.302,1.43,21.700000000000003,5.664000000000001,31.22600000000001,1.3321316900887212
26,BANKNIFTY,2,2018,27334.85,27613.5,24781.7,25107.4,1.019,-9.34,-8.149,9.34,1.019,1.019,1.43,21.700000000000003,6.718999999999999,37.94500000000001,1.4216376183457826
27,BANKNIFTY,3,2018,25022.35,25226.05,23605.6,24263.35,0.814,-5.662,-3.033,5.662,0.814,0.814,1.43,21.700000000000003,1.603,39.54800000000001,1.4444264693678655
28,BANKNIFTY,4,2018,24235.65,25617.5,24062.95,25531.6,5.702,-0.713,5.347,5.702,0.713,0.713,1.43,21.700000000000003,3.9170000000000007,43.46500000000001,1.5010046541730047
29,BANKNIFTY,5,2018,25607.05,27164.55,25469.05,26956.2,6.082,-0.539,5.269,6.082,0.539,0.539,1.43,21.700000000000003,3.839,47.30400000000001,1.558628222846706
30,BANKNIFTY,6,2018,26913.4,27047.55,26069.55,26364.2,0.498,-3.135,-2.041,3.135,0.498,0.498,1.43,21.700000000000003,0.611,47.915000000000006,1.5681514412882995
31,BANKNIFTY,7,2018,26364.45,27873.7,26060.6,27764.15,5.725,-1.152,5.309,5.725,1.152,1.152,1.43,21.700000000000003,3.879,51.794000000000004,1.6289800356958728
32,BANKNIFTY,8,2018,27684.8,28388.65,27327.95,28061.75,2.542,-1.289,1.362,2.542,1.289,1.289,1.43,21.700000000000003,-0.0679999999999998,51.726000000000006,1.6278723292715995
33,BANKNIFTY,9,2018,28199.45,28203.2,24678.25,25119.85,0.013,-12.487,-10.921,12.487,0.013,0.013,1.43,21.700000000000003,9.491,61.217000000000006,1.782373692042767
34,BANKNIFTY,10,2018,24943.9,25915.35,24240.05,25153.25,3.895,-2.822,0.839,3.895,2.822,2.822,1.43,21.700000000000003,-2.86,58.357000000000006,1.731397804450344
35,BANKNIFTY,11,2018,25285.2,27012.7,25129.45,26862.95,6.832,-0.616,6.24,6.832,0.616,0.616,1.43,21.700000000000003,4.8100000000000005,63.16700000000001,1.8146780388444055
36,BANKNIFTY,12,2018,27032.9,27369.1,25598.95,27160.2,1.244,-5.304,0.471,5.304,1.244,1.244,1.43,21.700000000000003,-0.959,62.208000000000006,1.7972752764518876
37,BANKNIFTY,1,2019,27231.4,27754.45,26441.55,27295.45,1.921,-2.901,0.235,2.901,1.921,1.921,1.43,21.700000000000003,-2.86,59.348000000000006,1.7458732035453637
38,BANKNIFTY,2,2019,27334.55,27589.75,26617.7,26789.9,0.934,-2.623,-1.993,2.623,0.934,0.934,1.43,21.700000000000003,0.5630000000000002,59.91100000000001,1.7557024696813242
39,BANKNIFTY,3,2019,26941.0,30499.15,26928.9,30426.8,13.207,-0.045,12.939,13.207,0.045,0.045,1.43,21.700000000000003,11.509,71.42000000000002,1.9577662669169476
40,BANKNIFTY,4,2019,30537.6,30669.8,29435.05,29764.8,0.433,-3.61,-2.531,3.61,0.433,0.433,1.43,21.700000000000003,1.1010000000000002,72.52100000000002,1.979321273515703
41,BANKNIFTY,5,2019,29699.8,31783.6,28525.45,31375.4,7.016,-3.954,5.642,7.016,3.954,3.954,1.43,21.700000000000003,-2.86,69.66100000000002,1.922712685093154
42,BANKNIFTY,6,2019,31406.05,31752.7,30220.7,31105.2,1.104,-3.774,-0.958,3.774,1.104,1.104,1.43,21.700000000000003,-0.472,69.18900000000002,1.9136374812195143
43,BANKNIFTY,7,2019,31271.0,31660.75,28529.75,28876.0,1.246,-8.766,-7.659,8.766,1.246,1.246,1.43,21.700000000000003,6.229,75.41800000000002,2.0328379599246778
44,BANKNIFTY,8,2019,28660.5,28819.7,26560.6,27427.85,0.555,-7.327,-4.301,7.327,0.555,0.555,1.43,21.700000000000003,2.8710000000000004,78.28900000000002,2.0912007377541153
45,BANKNIFTY,9,2019,27239.2,30801.3,26641.35,29103.15,13.077,-2.195,6.843,13.077,2.195,2.195,1.43,21.700000000000003,-2.86,75.42900000000002,2.031392396654348
46,BANKNIFTY,10,2019,29226.15,30415.65,27568.35,30066.25,4.07,-5.672,2.874,5.672,4.07,4.07,1.43,21.700000000000003,-2.86,72.56900000000002,1.9732945741100336
47,BANKNIFTY,11,2019,30196.15,32157.05,30013.65,31946.1,6.494,-0.604,5.795,6.494,0.604,0.604,1.43,21.700000000000003,4.365,76.93400000000001,2.0594288822699367
48,BANKNIFTY,12,2019,32008.3,32613.1,30996.4,32161.65,1.89,-3.161,0.479,3.161,1.89,1.89,1.43,21.700000000000003,-2.86,74.07400000000001,2.0005292162370165
49,BANKNIFTY,1,2020,32237.9,32465.45,30521.3,30833.6,0.706,-5.325,-4.356,5.325,0.706,0.706,1.43,21.700000000000003,2.926,77.00000000000001,2.059064701104112
50,BANKNIFTY,2,2020,30726.2,31649.45,29051.5,29147.15,3.005,-5.45,-5.139,5.45,3.005,3.005,1.43,21.700000000000003,-2.86,74.14000000000001,2.0001754506525344
51,BANKNIFTY,3,2020,29701.0,29791.15,16116.25,19144.0,0.304,-45.738,-35.544,45.738,0.304,0.304,1.43,21.700000000000003,20.270000000000003,94.41000000000003,2.4056110144998035
52,BANKNIFTY,4,2020,19122.4,21967.0,17143.2,21534.5,14.876,-10.35,12.614,14.876,10.35,10.35,1.43,21.700000000000003,-2.86,91.55000000000003,2.3368105394851093
53,BANKNIFTY,5,2020,20514.75,20530.45,17105.0,19297.25,0.077,-16.621,-5.935,16.621,0.077,0.077,1.43,21.700000000000003,4.505,96.05500000000002,2.4420838542889136
54,BANKNIFTY,6,2020,19728.9,22479.55,19507.05,21370.15,13.942,-1.124,8.319,13.942,1.124,1.124,1.43,21.700000000000003,6.889000000000001,102.94400000000002,2.610319011010877
55,BANKNIFTY,7,2020,21354.1,23211.35,21027.85,21640.05,8.697,-1.528,1.339,8.697,1.528,1.528,1.43,21.700000000000003,-2.86,100.08400000000002,2.535663887295966
56,BANKNIFTY,8,2020,21543.8,25232.6,21031.45,23754.35,17.122,-2.378,10.261,17.122,2.378,2.378,1.43,21.700000000000003,-2.86,97.22400000000002,2.4631439001193014
57,BANKNIFTY,9,2020,23893.8,24199.65,20404.9,21451.8,1.28,-14.602,-10.22,14.602,1.28,1.28,1.43,21.700000000000003,8.790000000000001,106.01400000000002,2.679654248939788
58,BANKNIFTY,10,2020,21685.25,24823.6,21664.15,23900.9,14.472,-0.097,10.217,14.472,0.097,0.097,1.43,21.700000000000003,8.787,114.80100000000003,2.9151154677941276
59,BANKNIFTY,11,2020,24367.6,30197.85,24120.6,29609.05,23.926,-1.014,21.51,23.926,1.014,1.014,1.43,21.700000000000003,20.270000000000003,135.07100000000003,3.5060093731159974
60,BANKNIFTY,12,2020,29844.8,31510.25,28976.75,31264.05,5.58,-2.909,4.755,5.58,2.909,2.909,1.43,21.700000000000003,-2.86,132.211,3.40573750504488
61,BANKNIFTY,1,2021,31297.3,32842.3,29687.7,30565.5,4.937,-5.143,-2.338,5.143,4.937,4.937,1.43,21.700000000000003,-2.86,129.351,3.3083334124005965
62,BANKNIFTY,2,2021,30976.35,37708.75,30906.45,34803.6,21.734,-0.226,12.355,21.734,0.226,0.226,1.43,21.700000000000003,20.270000000000003,149.621,3.978932595094198
63,BANKNIFTY,3,2021,35374.25,36497.35,32415.25,33303.9,3.175,-8.365,-5.853,8.365,3.175,3.175,1.43,21.700000000000003,-2.86,146.761,3.865135122874504
64,BANKNIFTY,4,2021,33588.0,34287.0,30405.65,32781.8,2.081,-9.475,-2.4,9.475,2.081,2.081,1.43,21.700000000000003,-2.86,143.90099999999998,3.7545922583602933
65,BANKNIFTY,5,2021,32368.55,35584.3,31906.55,35526.65,9.935,-1.427,9.757,9.935,1.427,1.427,1.43,21.700000000000003,8.327,152.22799999999998,4.067237155713955
66,BANKNIFTY,6,2021,35639.75,35810.9,33908.95,34772.2,0.48,-4.856,-2.434,4.856,0.48,0.48,1.43,21.700000000000003,1.0040000000000002,153.23199999999997,4.108072216757323
67,BANKNIFTY,7,2021,34866.0,35985.25,34115.2,34584.35,3.21,-2.153,-0.808,3.21,2.153,2.153,1.43,21.700000000000003,-2.86,150.37199999999996,3.9905813513580637
68,BANKNIFTY,8,2021,34760.9,36552.8,34588.25,36424.6,5.155,-0.497,4.786,5.155,0.497,0.497,1.43,21.700000000000003,3.356,153.72799999999995,4.124505261509641
69,BANKNIFTY,9,2021,36591.45,38377.25,36151.95,37425.1,4.88,-1.201,2.278,4.88,1.201,1.201,1.43,21.700000000000003,0.8480000000000001,154.57599999999996,4.159481066127243
70,BANKNIFTY,10,2021,37140.4,41829.6,36876.35,39115.6,12.626,-0.711,5.318,12.626,0.711,0.711,1.43,21.700000000000003,3.888,158.46399999999997,4.32120168997827
71,BANKNIFTY,11,2021,39432.15,40160.2,35327.9,35695.3,1.846,-10.408,-9.477,10.408,1.846,1.846,1.43,21.700000000000003,-2.86,155.60399999999996,4.197615321644892
72,BANKNIFTY,12,2021,35902.9,37581.05,34018.45,35481.7,4.674,-5.249,-1.173,5.249,4.674,4.674,1.43,21.700000000000003,-2.86,152.74399999999994,4.077563523445848
73,BANKNIFTY,1,2022,35585.2,38855.55,35526.6,37975.35,9.19,-0.165,6.717,9.19,0.165,0.165,1.43,21.700000000000003,5.287,158.03099999999995,4.29314430693043
74,BANKNIFTY,2,2022,38460.45,39424.85,34991.35,36205.3,2.508,-9.02,-5.864,9.02,2.508,2.508,1.43,21.700000000000003,-2.86,155.17099999999994,4.17036037975222
75,BANKNIFTY,3,2022,35381.9,36827.6,32155.35,36373.6,4.086,-9.119,2.803,9.119,4.086,4.086,1.43,21.700000000000003,-2.86,152.31099999999992,4.051088072891307
76,BANKNIFTY,4,2022,36298.35,38765.85,35511.4,36088.15,6.798,-2.168,-0.579,6.798,2.168,2.168,1.43,21.700000000000003,-2.86,149.4509999999999,3.935226954006616
77,BANKNIFTY,5,2022,35627.6,36309.3,33001.75,35487.4,1.913,-7.37,-0.394,7.37,1.913,1.913,1.43,21.700000000000003,-2.86,146.5909999999999,3.822679463122027
78,BANKNIFTY,6,2022,35358.95,35958.45,32290.55,33425.1,1.695,-8.678,-5.469,8.678,1.695,1.695,1.43,21.700000000000003,-2.86,143.73099999999988,3.713350830476737
79,BANKNIFTY,7,2022,33264.75,37754.65,33080.45,37491.4,13.497,-0.554,12.706,13.497,0.554,0.554,1.43,21.700000000000003,11.276,155.0069999999999,4.132068270121294
80,BANKNIFTY,8,2022,37594.15,39759.15,37249.5,39536.75,5.759,-0.917,5.167,5.759,0.917,0.917,1.43,21.700000000000003,3.737,158.7439999999999,4.286483661375726
81,BANKNIFTY,9,2022,38806.7,41840.15,37386.35,38631.95,7.817,-3.66,-0.45,7.817,3.66,3.66,1.43,21.700000000000003,-2.86,155.88399999999987,4.163890228660381
82,BANKNIFTY,10,2022,38444.9,41530.65,37963.25,41307.9,8.026,-1.253,7.447,8.026,1.253,1.253,1.43,21.700000000000003,6.017,161.90099999999987,4.414431503718876
83,BANKNIFTY,11,2022,41552.4,43339.15,40819.15,43231.0,4.3,-1.765,4.04,4.3,1.765,1.765,1.43,21.700000000000003,-2.86,159.04099999999985,4.2881787627125165
84,BANKNIFTY,12,2022,43512.1,44151.8,41569.45,42986.45,1.47,-4.465,-1.208,4.465,1.47,1.47,1.43,21.700000000000003,-2.86,156.18099999999984,4.165536850098939
85,BANKNIFTY,1,2023,43038.25,43578.4,39419.8,40655.05,1.255,-8.408,-5.537,8.408,1.255,1.255,1.43,21.700000000000003,4.107,160.28799999999984,4.336615448532502
86,BANKNIFTY,2,2023,41115.0,42015.65,39490.5,40269.05,2.191,-3.951,-2.058,3.951,2.191,2.191,1.43,21.700000000000003,-2.86,157.42799999999983,4.212588246704472
87,BANKNIFTY,3,2023,40473.85,41671.2,38613.15,40608.65,2.958,-4.597,0.333,4.597,2.958,2.958,1.43,21.700000000000003,-2.86,154.5679999999998,4.092108222848725
88,BANKNIFTY,4,2023,40695.8,43302.05,40535.9,43233.9,6.404,-0.393,6.237,6.404,0.393,0.393,1.43,21.700000000000003,4.807,159.3749999999998,4.288815865121063
89,BANKNIFTY,5,2023,43395.05,44498.6,42582.2,44128.15,2.543,-1.873,1.689,2.543,1.873,1.873,1.43,21.700000000000003,-2.86,156.5149999999998,4.166155731378601
90,BANKNIFTY,6,2023,44172.05,44787.1,43345.95,44747.35,1.392,-1.87,1.302,1.87,1.392,1.392,1.43,21.700000000000003,-0.1279999999999999,156.3869999999998,4.160823052042437
91,BANKNIFTY,7,2023,44957.95,46369.5,44547.8,45651.1,3.14,-0.912,1.542,3.14,0.912,0.912,1.43,21.700000000000003,0.1120000000000001,156.4989999999998,4.165483173860724
92,BANKNIFTY,8,2023,45740.0,45782.75,43600.35,43989.15,0.093,-4.678,-3.828,4.678,0.093,0.093,1.43,21.700000000000003,2.398,158.8969999999998,4.265371460369904
93,BANKNIFTY,9,2023,43996.1,46310.4,43830.75,44584.55,5.26,-0.376,1.338,5.26,0.376,0.376,1.43,21.700000000000003,-0.0919999999999998,158.80499999999978,4.261447318626364
94,BANKNIFTY,10,2023,44561.5,44710.55,42105.4,42845.95,0.334,-5.512,-3.85,5.512,0.334,0.334,1.43,21.700000000000003,2.42,161.22499999999977,4.364574343737122
95,BANKNIFTY,11,2023,42694.25,44764.8,42589.65,44481.75,4.85,-0.245,4.187,4.85,0.245,0.245,1.43,21.700000000000003,2.757000000000001,163.98199999999977,4.484905658393955
96,BANKNIFTY,12,2023,44580.15,48636.45,44531.75,48292.25,9.099,-0.109,8.327,9.099,0.109,0.109,1.43,21.700000000000003,6.897,170.87899999999976,4.794229601653385
97,BANKNIFTY,1,2024,48203.45,48450.0,44429.0,45996.8,0.511,-7.83,-4.578,7.83,0.511,0.511,1.43,21.700000000000003,3.148000000000001,174.02699999999976,4.945151949513434
98,BANKNIFTY,2,2024,46164.9,47363.4,44633.85,46120.9,2.596,-3.316,-0.095,3.316,2.596,2.596,1.43,21.700000000000003,-2.86,171.16699999999975,4.80372060375735
99,BANKNIFTY,3,2024,46218.0,48161.25,45828.8,47124.6,4.205,-0.842,1.962,4.205,0.842,0.842,1.43,21.700000000000003,0.532,171.69899999999976,4.829276397369339
100,BANKNIFTY,4,2024,47391.05,49974.75,46579.05,49396.75,5.452,-1.713,4.232,5.452,1.713,1.713,1.43,21.700000000000003,-2.86,168.83899999999974,4.691159092404576
101,BANKNIFTY,5,2024,49262.0,49688.85,46983.25,48983.95,0.866,-4.626,-0.564,4.626,0.866,0.866,1.43,21.700000000000003,-0.866,167.97299999999973,4.650533654664352
102,BANKNIFTY,6,2024,50889.85,53180.75,46077.85,52342.25,4.502,-9.456,2.854,9.456,4.502,4.502,1.43,21.700000000000003,-2.86,165.11299999999972,4.517528392140952
103,BANKNIFTY,7,2024,52351.15,53357.7,50438.3,51553.4,1.923,-3.654,-1.524,3.654,1.923,1.923,1.43,21.700000000000003,-2.86,162.2529999999997,4.3883270801257215
104,BANKNIFTY,8,2024,51672.6,51877.15,49654.65,51351.0,0.396,-3.905,-0.622,3.905,0.396,0.396,1.43,21.700000000000003,-0.8079999999999999,161.4449999999997,4.3528693973183055
