,symbol,month,year,OpenPrice,HighPrice,LowPrice,ClosePrice,High%,Low%,Close%,target_wrt_h&l%,stoploss_wrt_h&l%,profit_decider,stploss,trgt,profit,cumsum,cumprod
43,IDEA,8,2017,93.9,95.0,84.8,90.65,1.171,-9.691,-3.461,9.691,1.171,1.171,1.05,26.4,-2.1,-2.9989999999999934,0.9105370988374948
44,IDEA,9,2017,91.0,91.3,74.75,77.45,0.33,-17.857,-14.89,17.857,0.33,0.33,1.05,26.4,13.84,10.841000000000006,1.036555433316604
45,IDEA,10,2017,78.7,100.85,71.45,92.85,28.145,-9.212,17.98,28.145,9.212,9.212,1.05,26.4,-2.1,8.741000000000007,1.0147877692169553
46,IDEA,11,2017,94.3,110.8,91.05,94.45,17.497,-3.446,0.159,17.497,3.446,3.446,1.05,26.4,-2.1,6.641000000000007,0.9934772260633993
47,IDEA,12,2017,94.5,108.9,89.5,108.15,15.238,-5.291,14.444,15.238,5.291,5.291,1.05,26.4,-2.1,4.5410000000000075,0.9726142043160678
48,IDEA,1,2018,107.4,118.9,91.2,93.1,10.708,-15.084,-13.315,15.084,10.708,10.708,1.05,26.4,-2.1,2.4410000000000074,0.9521893060254304
49,IDEA,2,2018,93.5,93.55,80.0,83.9,0.053,-14.439,-10.267,14.439,0.053,0.053,1.05,26.4,9.217,11.658000000000008,1.0399525943617944
50,IDEA,3,2018,83.95,84.2,74.55,75.9,0.298,-11.197,-9.589,11.197,0.298,0.298,1.05,26.4,8.539,20.19700000000001,1.1287541463943482
51,IDEA,4,2018,76.7,78.4,67.55,69.15,2.216,-11.93,-9.844,11.93,2.216,2.216,1.05,26.4,-2.1,18.09700000000001,1.105050309320067
52,IDEA,5,2018,69.4,69.4,50.1,61.5,0.0,-27.81,-11.383,27.81,0.0,0.0,1.05,26.4,25.35,43.44700000000001,1.385180562732704
53,IDEA,6,2018,63.0,65.85,54.5,59.35,4.524,-13.492,-5.794,13.492,4.524,4.524,1.05,26.4,-2.1,41.34700000000001,1.3560917709153173
54,IDEA,7,2018,58.9,61.25,48.3,54.85,3.99,-17.997,-6.876,17.997,3.99,3.99,1.05,26.4,-2.1,39.24700000000001,1.3276138437260956
55,IDEA,8,2018,55.25,57.1,48.8,49.35,3.348,-11.674,-10.679,11.674,3.348,3.348,1.05,26.4,-2.1,37.147000000000006,1.2997339530078476
56,IDEA,9,2018,50.45,52.3,36.35,38.55,3.667,-27.948,-23.588,27.948,3.667,3.667,1.05,26.4,-2.1,35.047000000000004,1.2724395399946826
57,IDEA,10,2018,38.75,39.35,32.55,38.65,1.548,-16.0,-0.258,16.0,1.548,1.548,1.05,26.4,-2.1,32.947,1.2457183096547944
58,IDEA,11,2018,38.9,45.55,35.1,35.3,17.095,-9.769,-9.254,17.095,9.769,9.769,1.05,26.4,-2.1,30.847,1.2195582251520436
59,IDEA,12,2018,35.65,38.85,32.0,37.75,8.976,-10.238,5.891,10.238,8.976,8.976,1.05,26.4,-2.1,28.747,1.1939475024238506
60,IDEA,1,2019,38.0,38.1,28.45,30.1,0.263,-25.132,-20.789,25.132,0.263,0.263,1.05,26.4,19.739,48.486000000000004,1.4296207999272945
61,IDEA,2,2019,30.3,32.95,28.8,29.9,8.746,-4.95,-1.32,8.746,4.95,4.95,1.05,26.4,-2.1,46.386,1.3995987631288214
62,IDEA,3,2019,30.4,35.3,17.75,18.25,16.118,-41.612,-39.967,41.612,16.118,16.118,1.05,26.4,-2.1,44.286,1.370207189103116
63,IDEA,4,2019,18.25,18.25,14.9,15.45,0.0,-18.356,-15.342,18.356,0.0,0.0,1.05,26.4,14.292,58.578,1.5660372005697332
64,IDEA,5,2019,15.35,17.15,11.5,13.95,11.726,-25.081,-9.121,25.081,11.726,11.726,1.05,26.4,-2.1,56.478,1.5331504193577687
65,IDEA,6,2019,13.95,14.4,11.1,12.15,3.226,-20.43,-12.903,20.43,3.226,3.226,1.05,26.4,-2.1,54.378,1.5009542605512556
66,IDEA,7,2019,12.1,13.15,6.0,6.85,8.678,-50.413,-43.388,50.413,8.678,8.678,1.05,26.4,-2.1,52.278,1.4694342210796791
67,IDEA,8,2019,6.9,6.95,4.8,5.35,0.725,-30.435,-22.464,30.435,0.725,0.725,1.05,26.4,25.35,77.628,1.841935796123378
68,IDEA,9,2019,5.4,6.45,4.8,6.15,19.444,-11.111,13.889,19.444,11.111,11.111,1.05,26.4,-2.1,75.528,1.803255144404787
69,IDEA,10,2019,6.3,6.9,3.3,3.9,9.524,-47.619,-38.095,47.619,9.524,9.524,1.05,26.4,-2.1,73.42800000000001,1.7653867863722865
70,IDEA,11,2019,3.85,8.15,2.4,6.85,111.688,-37.662,77.922,111.688,37.662,37.662,1.05,26.4,-2.1,71.32800000000002,1.7283136638584684
71,IDEA,12,2019,7.5,8.8,5.75,6.15,17.333,-23.333,-18.0,23.333,17.333,17.333,1.05,26.4,-2.1,69.22800000000002,1.6920190769174406
72,IDEA,1,2020,6.2,6.65,3.65,5.3,7.258,-41.129,-14.516,41.129,7.258,7.258,1.05,26.4,-2.1,67.12800000000003,1.6564866763021744
73,IDEA,2,2020,5.35,5.55,2.8,3.85,3.738,-47.664,-28.037,47.664,3.738,3.738,1.05,26.4,-2.1,65.02800000000003,1.6217004560998287
74,IDEA,3,2020,3.9,7.2,2.7,3.1,84.615,-30.769,-20.513,84.615,30.769,30.769,1.05,26.4,-2.1,62.92800000000003,1.5876447465217323
75,IDEA,4,2020,3.1,4.9,3.0,4.2,58.065,-3.226,35.484,58.065,3.226,3.226,1.05,26.4,-2.1,60.82800000000003,1.5543042068447759
76,IDEA,5,2020,4.05,7.8,3.9,6.55,92.593,-3.704,61.728,92.593,3.704,3.704,1.05,26.4,-2.1,58.72800000000003,1.5216638185010356
77,IDEA,6,2020,6.45,12.6,6.0,10.6,95.349,-6.977,64.341,95.349,6.977,6.977,1.05,26.4,-2.1,56.62800000000003,1.4897088783125139
78,IDEA,7,2020,10.4,10.75,7.0,8.4,3.365,-32.692,-19.231,32.692,3.365,3.365,1.05,26.4,-2.1,54.52800000000003,1.458424991867951
79,IDEA,8,2020,8.4,11.1,7.6,10.2,32.143,-9.524,21.429,32.143,9.524,9.524,1.05,26.4,-2.1,52.428000000000026,1.427798067038724
80,IDEA,9,2020,10.8,13.5,7.65,9.55,25.0,-29.167,-11.574,29.167,25.0,25.0,1.05,26.4,-2.1,50.328000000000024,1.3978143076309109
81,IDEA,10,2020,9.3,9.5,7.6,8.75,2.151,-18.28,-5.914,18.28,2.151,2.151,1.05,26.4,-2.1,48.22800000000002,1.3684602071706617
82,IDEA,11,2020,8.8,10.75,8.35,9.8,22.159,-5.114,11.364,22.159,5.114,5.114,1.05,26.4,-2.1,46.12800000000002,1.3397225428200779
83,IDEA,12,2020,9.8,10.9,8.9,10.65,11.224,-9.184,8.673,11.224,9.184,9.184,1.05,26.4,-2.1,44.02800000000002,1.311588369420856
84,IDEA,1,2021,10.75,13.8,10.6,11.2,28.372,-1.395,4.186,28.372,1.395,1.395,1.05,26.4,-2.1,41.92800000000002,1.2840450136630182
85,IDEA,2,2021,11.1,13.05,10.65,11.3,17.568,-4.054,1.802,17.568,4.054,4.054,1.05,26.4,-2.1,39.82800000000002,1.2570800683760948
86,IDEA,3,2021,11.4,11.65,8.8,9.25,2.193,-22.807,-18.86,22.807,2.193,2.193,1.05,26.4,-2.1,37.728000000000016,1.2306813869401967
87,IDEA,4,2021,9.3,10.15,8.3,8.35,9.14,-10.753,-10.215,10.753,9.14,9.14,1.05,26.4,-2.1,35.628000000000014,1.2048370778144526
88,IDEA,5,2021,8.3,9.15,8.05,8.65,10.241,-3.012,4.217,10.241,3.012,3.012,1.05,26.4,-2.1,33.52800000000001,1.179535499180349
89,IDEA,6,2021,8.7,10.95,8.45,9.95,25.862,-2.874,14.368,25.862,2.874,2.874,1.05,26.4,-2.1,31.42800000000001,1.1547652536975617
90,IDEA,7,2021,9.0,9.9,7.9,8.25,10.0,-12.222,-8.333,12.222,10.0,10.0,1.05,26.4,-2.1,29.32800000000001,1.1305151833699127
91,IDEA,8,2021,8.35,8.55,4.55,6.1,2.395,-45.509,-26.946,45.509,2.395,2.395,1.05,26.4,-2.1,27.22800000000001,1.1067743645191446
92,IDEA,9,2021,6.05,12.35,6.0,11.9,104.132,-0.826,96.694,104.132,0.826,0.826,1.05,26.4,25.35,52.57800000000001,1.3873416659247477
93,IDEA,10,2021,11.65,12.25,9.35,9.55,5.15,-19.742,-18.026,19.742,5.15,5.15,1.05,26.4,-2.1,50.47800000000001,1.3582074909403279
94,IDEA,11,2021,9.55,12.4,9.5,11.05,29.843,-0.524,15.707,29.843,0.524,0.524,1.05,26.4,25.35,75.828,1.702513089893701
95,IDEA,12,2021,11.1,16.8,10.7,15.35,51.351,-3.604,38.288,51.351,3.604,3.604,1.05,26.4,-2.1,73.72800000000001,1.6667603150059334
96,IDEA,1,2022,15.35,16.05,10.5,10.65,4.56,-31.596,-30.619,31.596,4.56,4.56,1.05,26.4,-2.1,71.62800000000001,1.6317583483908087
97,IDEA,2,2022,10.85,11.95,9.45,10.3,10.138,-12.903,-5.069,12.903,10.138,10.138,1.05,26.4,-2.1,69.52800000000002,1.5974914230746016
98,IDEA,3,2022,10.25,11.35,9.35,9.65,10.732,-8.78,-5.854,10.732,8.78,8.78,1.05,26.4,-2.1,67.42800000000003,1.563944103190035
99,IDEA,4,2022,9.65,11.55,9.45,9.5,19.689,-2.073,-1.554,19.689,2.073,2.073,1.05,26.4,-2.1,65.32800000000003,1.531101277023044
100,IDEA,5,2022,9.45,10.2,8.15,9.6,7.937,-13.757,1.587,13.757,7.937,7.937,1.05,26.4,-2.1,63.22800000000003,1.4989481502055602
101,IDEA,6,2022,9.55,9.65,7.75,8.4,1.047,-18.848,-12.042,18.848,1.047,1.047,1.05,26.4,10.992,74.22000000000003,1.6637125308761553
102,IDEA,7,2022,8.35,9.15,8.2,8.75,9.581,-1.796,4.79,9.581,1.796,1.796,1.05,26.4,-2.1,72.12000000000003,1.628774567727756
103,IDEA,8,2022,8.75,9.55,8.5,9.05,9.143,-2.857,3.429,9.143,2.857,2.857,1.05,26.4,-2.1,70.02000000000004,1.594570301805473
104,IDEA,9,2022,8.95,10.1,8.4,8.8,12.849,-6.145,-1.676,12.849,6.145,6.145,1.05,26.4,-2.1,67.92000000000004,1.5610843254675582
105,IDEA,10,2022,8.8,9.2,8.35,8.55,4.545,-5.114,-2.841,5.114,4.545,4.545,1.05,26.4,-2.1,65.82000000000005,1.5283015546327394
106,IDEA,11,2022,8.6,8.75,7.95,8.25,1.744,-7.558,-4.07,7.558,1.744,1.744,1.05,26.4,-2.1,63.72000000000005,1.4962072219854519
107,IDEA,12,2022,8.3,8.95,7.6,7.9,7.831,-8.434,-4.819,8.434,7.831,7.831,1.05,26.4,-2.1,61.62000000000005,1.4647868703237574
108,IDEA,1,2023,7.9,8.15,6.3,7.05,3.165,-20.253,-10.759,20.253,3.165,3.165,1.05,26.4,-2.1,59.520000000000046,1.4340263460469584
109,IDEA,2,2023,7.15,8.6,6.45,6.8,20.28,-9.79,-4.895,20.28,9.79,9.79,1.05,26.4,-2.1,57.420000000000044,1.4039117927799722
110,IDEA,3,2023,6.85,7.05,5.7,5.8,2.92,-16.788,-15.328,16.788,2.92,2.92,1.05,26.4,-2.1,55.32000000000004,1.3744296451315927
111,IDEA,4,2023,5.85,7.1,5.8,6.95,21.368,-0.855,18.803,21.368,0.855,0.855,1.05,26.4,17.753,73.07300000000004,1.6184321400318042
112,IDEA,5,2023,7.0,7.45,6.55,7.2,6.429,-6.429,2.857,6.429,6.429,6.429,1.05,26.4,-2.1,70.97300000000004,1.5844450650911364
113,IDEA,6,2023,7.2,8.25,7.0,7.45,14.583,-2.778,3.472,14.583,2.778,2.778,1.05,26.4,-2.1,68.87300000000005,1.5511717187242224
114,IDEA,7,2023,7.5,9.15,7.15,8.3,22.0,-4.667,10.667,22.0,4.667,4.667,1.05,26.4,-2.1,66.77300000000005,1.5185971126310138
115,IDEA,8,2023,8.35,9.4,7.5,9.05,12.575,-10.18,8.383,12.575,10.18,10.18,1.05,26.4,-2.1,64.67300000000006,1.4867065732657625
116,IDEA,9,2023,9.15,12.5,9.1,11.65,36.612,-0.546,27.322,36.612,0.546,0.546,1.05,26.4,25.35,90.02300000000005,1.8635866895886333
117,IDEA,10,2023,11.75,12.35,10.5,11.85,5.106,-10.638,0.851,10.638,5.106,5.106,1.05,26.4,-2.1,87.92300000000006,1.824451369107272
118,IDEA,11,2023,11.9,15.05,11.8,13.05,26.471,-0.84,9.664,26.471,0.84,0.84,1.05,26.4,25.35,113.27300000000005,2.2869497911759655
119,IDEA,12,2023,13.3,16.25,12.65,16.0,22.18,-4.887,20.301,22.18,4.887,4.887,1.05,26.4,-2.1,111.17300000000006,2.23892384556127
120,IDEA,1,2024,16.2,18.4,14.2,14.35,13.58,-12.346,-11.42,13.58,12.346,12.346,1.05,26.4,-2.1,109.07300000000006,2.1919064448044834
121,IDEA,2,2024,14.4,18.4,13.4,13.65,27.778,-6.944,-5.208,27.778,6.944,6.944,1.05,26.4,-2.1,106.97300000000007,2.145876409463589
122,IDEA,3,2024,13.9,14.75,11.75,13.25,6.115,-15.468,-4.676,15.468,6.115,6.115,1.05,26.4,-2.1,104.87300000000008,2.100813004864854
123,IDEA,4,2024,13.35,14.75,11.8,13.2,10.487,-11.61,-1.124,11.61,10.487,10.487,1.05,26.4,-2.1,102.77300000000008,2.056695931762692
124,IDEA,5,2024,13.25,15.7,12.1,15.25,18.491,-8.679,15.094,18.491,8.679,8.679,1.05,26.4,-2.1,100.67300000000009,2.0135053171956754
125,IDEA,6,2024,16.4,19.18,12.05,17.89,16.951,-26.524,9.085,26.524,16.951,16.951,1.05,26.4,-2.1,98.57300000000009,1.9712217055345662
126,IDEA,7,2024,17.79,18.06,14.57,16.27,1.518,-18.1,-8.544,18.1,1.518,1.518,1.05,26.4,-2.1,96.4730000000001,1.9298260497183404
127,IDEA,8,2024,16.36,16.42,15.05,15.82,0.367,-8.007,-3.301,8.007,0.367,0.367,1.05,26.4,2.2510000000000003,98.7240000000001,1.9732664340975004
