Date,OpenPrice,HighPrice,LowPrice,ClosePrice,"Shares Traded ",Turnover (₹ Cr)
27-Jul-20,22664.6,22668.05,21801.35,21848.75,340888880,9407.53
28-Jul-20,21940.15,22233,21611.4,22105.2,379785455,11478.58
29-Jul-20,22075,22346.4,21906.35,22076.6,400357048,10163.56
30-Jul-20,22195.05,22252.6,21580.15,21646.85,299568955,7662.27
31-Jul-20,21730.55,21806.95,21375,21640.05,397341689,9345.2
03-Aug-20,21543.8,21543.8,21031.45,21072.1,431029295,11151.87
04-Aug-20,21248.25,21576.35,21057.75,21490.5,297019822,9152.34
05-Aug-20,21686.85,21936.5,21448.4,21509.95,338829581,8818.01
06-Aug-20,21644.25,21926.55,21370.3,21642.6,386597915,9575.39
07-Aug-20,21620.25,21787.25,21451.3,21754,378616471,7686.14
10-Aug-20,21824.9,22071.95,21795.1,21900.25,261796164,5943.76
11-Aug-20,22050.2,22277.6,22039.85,22227.2,377912975,8137.5
12-Aug-20,22135.95,22326.55,21990.2,22264,507472323,9323.94
13-Aug-20,22395.2,22439.95,22139.6,22196.35,289096635,6479.17
14-Aug-20,22334.95,22334.95,21459.1,21679.4,318837489,7137.99
17-Aug-20,21906.95,21909.4,21403.15,21700.85,263359893,6133.05
18-Aug-20,21702,22227.75,21629.4,22170.6,311809274,6815.59
19-Aug-20,22315.4,22419.35,22234.25,22285.9,348005901,6826.17
20-Aug-20,21989.9,22079.9,21886.7,21999.45,314838525,7200.49
21-Aug-20,22190.7,22344.05,22165.05,22299.6,347083160,7452.15
24-Aug-20,22436.85,22897.5,22410.05,22833,346273118,8022.91
25-Aug-20,22973.4,23180.3,22857.9,23092.15,422190044,10281.89
26-Aug-20,23175.55,23453.4,23093.15,23414.2,337920632,9538.81
27-Aug-20,23511.45,23704.05,23464.15,23600.35,430926732,11647.67
28-Aug-20,23635.3,24611.8,23599.2,24523.8,812646625,19923.72
31-Aug-20,25038.8,25232.6,23385.3,23754.35,712975732,18730.27
01-Sep-20,23893.8,24199.65,23473.15,23812,484334092,11653.99
02-Sep-20,23769,23926.15,23482.55,23874.55,293508250,7341.21
03-Sep-20,23986.15,24051.6,23451.65,23530.85,214818095,5849.15
04-Sep-20,23119.15,23394.8,22876.9,23011.5,341042607,8634.33
07-Sep-20,23036.25,23109.1,22716.25,22945.05,245264124,5986.14
08-Sep-20,22971.2,23064.15,22641.4,22744.4,231451727,5907.64
09-Sep-20,22486.7,22554.6,22080.4,22267,305088443,7212.74
10-Sep-20,22466.55,22678.65,22225.25,22466.2,278551123,7079.21
11-Sep-20,22509.95,22668.75,22205.95,22479.95,214789265,5767.58
14-Sep-20,22683.35,22757.3,22028.15,22101.25,265397711,6512.78
15-Sep-20,22202.8,22514.15,22062.35,22465.65,248826760,6131.93
16-Sep-20,22476.3,22659.4,22216.5,22573.55,245862302,6180.56
17-Sep-20,22352,22504.45,22267.05,22320.35,216408615,5116.72
18-Sep-20,22439.35,22469.4,21784.9,22031.05,320585881,8691.08
21-Sep-20,21983.4,22098.85,21274.3,21366.8,283525089,6846.44
22-Sep-20,21445.25,21473.35,20958.45,21139.1,325400312,7324.61
23-Sep-20,21350.8,21365.05,20821,21178.5,299197195,5766.31
24-Sep-20,20898.8,20955.6,20404.9,20456.85,276420580,6218.63
25-Sep-20,20740.8,21064.3,20430.7,20982.35,280646576,5902.57
28-Sep-20,21152.05,21708.85,21055.1,21665.5,240223120,5550.96
29-Sep-20,21770.9,21811.5,21280.6,21411.3,242993739,5129.99
30-Sep-20,21405.25,21549.35,21128.5,21451.8,240051659,5310.13
01-Oct-20,21685.25,22293.75,21664.15,22246,348728050,8207.06
05-Oct-20,22352.1,22768.55,22247.25,22370.95,325414639,8208.78
06-Oct-20,22673.05,22893.5,22521.05,22853.7,247980470,6221.25
07-Oct-20,22836.95,23036.2,22607.8,22964.8,236098777,6222.31
08-Oct-20,23150.25,23450.9,23063.6,23191.35,280136398,7944.8
09-Oct-20,23312.6,23904.1,23132.45,23846.8,350978943,10261.14
12-Oct-20,23955.6,24190.35,23552.6,23712.8,280694619,6988.65
13-Oct-20,23663.05,23775.15,23431.5,23492.2,190829083,5350.73
14-Oct-20,23353.15,23962.7,23149.45,23874.65,225363576,5907.41
15-Oct-20,23920.35,24087.85,22970.95,23072.4,270328079,7770.96
16-Oct-20,23219.85,23646.2,23148.95,23533.25,229438006,5931.29
19-Oct-20,23902.9,24320.95,23754.85,24266.75,388154335,9824.72
20-Oct-20,24117.35,24410.9,24039.85,24311.8,254147636,6616.57
21-Oct-20,24444.2,24823.6,24099.85,24635.05,335657280,10064.33
22-Oct-20,24447.35,24691.15,24250.2,24484.15,241407252,7287.4
23-Oct-20,24669.2,24764.15,24360.85,24478.3,196845852,5406.45
26-Oct-20,24525.8,24577.3,23867.75,24075.45,260452297,6949.9
27-Oct-20,24288.05,24809.65,23924.2,24769.5,299009849,11790.32
28-Oct-20,24737.85,24780.7,24057.95,24232.5,272722955,7509.5
29-Oct-20,24063.5,24339.1,23822.05,24092,340550442,9542.81
30-Oct-20,24090.15,24277.35,23612.7,23900.9,271824691,6308.52
02-Nov-20,24367.6,25139,24120.6,24892.5,437217701,11765.16
03-Nov-20,25108,25760.7,25085.7,25682.8,407591534,10859.93
04-Nov-20,25539.55,25891,25142,25771.6,409247572,11400.19
05-Nov-20,26174.8,26375.2,26000.05,26313.1,385307914,10710.4
06-Nov-20,26274.1,26853.45,26135.3,26798.95,357689528,11267.81
09-Nov-20,27088.95,27595,27068.95,27534.1,365124397,11074.82
10-Nov-20,28039.45,28802.5,27916.9,28606,595796701,19532.63
11-Nov-20,28713.15,29030.9,28211.1,28845,497507807,18059.3
12-Nov-20,28633.75,28672.9,28066.05,28278.8,308960319,11278.51
13-Nov-20,28108.7,28520.55,27703.3,28465.7,330891449,10723.25
14-Nov-20,28685.7,28752.45,28431.85,28594.3,43672347,1154.51
17-Nov-20,28792.25,29239.25,28722.9,29181.3,317307486,10924.63
18-Nov-20,29107.9,29784.75,29056.75,29749.85,487620929,12538.44
19-Nov-20,29302.6,29627.2,28819.55,28903.05,358602987,12189.2
20-Nov-20,28935.75,29406.7,28580.9,29236,320010076,11614.19
23-Nov-20,29432.8,29492.3,28852.9,29024.2,395630008,12745.71
24-Nov-20,29265.6,29827.8,29206.75,29737.25,348058801,12279.24
25-Nov-20,30021.9,30197.85,29132.3,29196.4,546078327,13653.17
26-Nov-20,29370.4,29623,28923.1,29549.75,369368245,11338.89
27-Nov-20,29622,29716.85,29368.7,29609.05,494394896,24378.12
01-Dec-20,29844.8,29919.75,29511,29817.85,325606521,8780.83
02-Dec-20,29876.7,29886.25,29149.9,29463.15,374276909,9206.91
03-Dec-20,29728.9,29813,29379.4,29448.75,419239179,10366.32
04-Dec-20,29573.4,30162.3,29473.5,30052.4,466911596,11145.32
07-Dec-20,30062.6,30354.2,29950.6,30211.55,431765351,12039.3
08-Dec-20,30300.3,30363.8,30025.2,30261.9,586847601,10141.82
09-Dec-20,30335.05,30807.25,30326.7,30709.4,542515807,9755.38
10-Dec-20,30545.35,30610,30202.1,30510.35,335772472,8165.97
11-Dec-20,30555.3,30811.8,30328.45,30604.85,409937035,9588.8
14-Dec-20,30735.15,30845.8,30624.25,30745.9,269034727,7156.2
15-Dec-20,30805.4,30805.85,30345.75,30691.05,279367757,8180.08
16-Dec-20,30920.35,30932.25,30587.1,30698.4,380587654,6817.74
17-Dec-20,30791.2,30945.2,30643.9,30847.05,260660598,7563.24
18-Dec-20,30841.85,30854.05,30374.5,30714.65,278144935,8187.34
21-Dec-20,30595.8,30607.5,29201.2,29456.45,390941877,10052.59
22-Dec-20,29607.5,29711.15,28976.75,29625.95,464415052,10784.06
23-Dec-20,29560.75,29941.4,29446,29883.3,379383537,6857.33
24-Dec-20,30071.65,30545.85,30007.8,30402.2,300013358,6589.67
28-Dec-20,30558.85,30929.05,30538.15,30880.95,317207023,5536.43
29-Dec-20,31006.9,31359.35,31002.6,31322.5,389215378,8558.46
30-Dec-20,31479.8,31510.25,31007.15,31303.05,267799744,6588.98
31-Dec-20,31295.9,31409.5,31088.1,31264.05,364121772,7398.9
01-Jan-21,31297.3,31384.35,31188.25,31225.85,362816824,4578.68
04-Jan-21,31485.15,31489.6,30893.65,31212.45,455777638,7332.25
05-Jan-21,31041.1,31767.65,30935.55,31722.25,427039458,9737.71
06-Jan-21,31839.95,31982.3,31548.15,31797.9,546145047,10578.97
07-Jan-21,32129.8,32177.4,31911.5,31956,503480241,9322.79
08-Jan-21,32298.05,32298.05,32002.95,32084.2,320076839,7620.85
11-Jan-21,32280.3,32288.45,31836.95,31998.9,262149604,6540.4
12-Jan-21,31835.05,32397.95,31725.85,32339,518130302,9541.83
13-Jan-21,32546.6,32683.5,32148.25,32574.65,631806349,11456.79
14-Jan-21,32526.7,32718.95,32442.35,32519.75,418770741,8111.58
15-Jan-21,32508.9,32544.8,32044.35,32246.8,441548129,7707.34
18-Jan-21,32275.15,32441.5,31650.9,31811.75,396843076,10758.03
19-Jan-21,32082.9,32464.95,31863.95,32424.85,354794656,7543.27
20-Jan-21,32388.95,32607.45,32322.9,32543.7,463373596,7574.88
21-Jan-21,32732.8,32842.3,31985.55,32186.9,429690838,10074.06
22-Jan-21,32088,32131.4,31119.9,31167.25,447189924,10066.98
25-Jan-21,31507.15,31697.55,31013.65,31198.4,354685592,9568.9
27-Jan-21,31236.25,31287.05,30165.65,30284.55,374955694,10597.04
28-Jan-21,29812.3,30464.4,29687.7,30358.3,616602174,15327.03
29-Jan-21,30700.65,31111.95,30254.55,30565.5,491234852,12337.91
01-Feb-21,30976.35,33305.3,30906.45,33089.05,724603063,18740.71
02-Feb-21,33589.05,34652.5,33583.15,34267.9,672200917,18419.28
03-Feb-21,34555.6,34908.05,34011.9,34758.45,605204158,14904.35
04-Feb-21,34548.9,35413.15,34238.9,35344.8,829671813,17326.58
05-Feb-21,35634.95,36615.2,35545,35654.5,929584155,24845.74
08-Feb-21,36073.85,36466.45,35872.25,35983.65,448653152,10478.23
09-Feb-21,36058.8,36477.15,35636.85,36056.5,692481033,11793.28
10-Feb-21,36042.35,36227.2,35428.15,35783.1,454605536,9891.1
11-Feb-21,35687.25,36009.45,35573.3,35752.1,397926100,7513.29
12-Feb-21,35736.6,36322.8,35700.25,36108.9,400613273,9137.78
15-Feb-21,36501.4,37449.9,36405.1,37306.25,395960815,10012.45
16-Feb-21,37492.6,37708.75,36762.75,37098.4,498415137,13143.7
17-Feb-21,37041.95,37331.45,36764.25,36910.95,850487354,13395.15
18-Feb-21,37088.75,37108.75,36367.45,36587,860331083,13935.68
19-Feb-21,36371.55,36656.2,35584.6,35841.6,1057099488,14997.82
22-Feb-21,35874.3,36128.9,35097.55,35257.2,558736003,12053.67
23-Feb-21,35540.55,35680.85,34976,35116.95,495062997,10218.79
24-Feb-21,35205.4,36567.65,35060.65,36452.3,272875395,7573.8
25-Feb-21,36763.15,37232.2,36494,36549,455940302,13087.65
26-Feb-21,35806.65,35902.9,34658.7,34803.6,583014812,16332.46
01-Mar-21,35374.25,35581.1,34983.75,35296,321453194,7669.26
02-Mar-21,35458.15,35747.05,35002.45,35419.7,313565974,7869.52
03-Mar-21,35754.45,36455.15,35570.55,36368.05,526962435,9532.62
04-Mar-21,35575.65,36316.4,35519.25,35802.5,518584470,10419.7
05-Mar-21,35458.5,35616.05,34893.25,35228.15,479018691,11974.97
08-Mar-21,35462.45,35827.3,35090.75,35275.75,300221829,8440.63
09-Mar-21,35705.9,36077.8,35544.95,35865.65,276564848,9262.41
10-Mar-21,36112.25,36176.9,35764.35,35938.3,210555025,6446.15
12-Mar-21,36497.35,36497.35,35188.05,35496.65,273642948,7952.81
15-Mar-21,35544.25,35544.25,34430.65,35182.55,353005770,9014.21
16-Mar-21,35352,35405.05,34744.6,34804.6,311778180,7147.29
17-Mar-21,34905.05,35100.5,34126.85,34229.25,294340779,7534.66
18-Mar-21,34577.5,34759.85,33597.55,33856.8,365798753,7932.37
19-Mar-21,33590.4,34355.4,33361,34161.6,457208862,10879.76
22-Mar-21,34088.4,34148.9,33389.15,33603.45,298859239,7685.72
23-Mar-21,33747.95,34360.05,33622,34184.4,365205246,9444.61
24-Mar-21,33894.7,33970.65,33203.4,33293.25,345484145,8061.91
25-Mar-21,33420.75,33550.15,32415.25,33006.45,486186269,10556.91
26-Mar-21,33605.05,33610.65,33166.1,33318.2,291664756,6932.74
30-Mar-21,33615.9,33990.8,33564.55,33875.1,374227813,10246.95
31-Mar-21,33764.8,33773.1,33151.8,33303.9,317682921,8647.1
01-Apr-21,33588,33949.15,33208.75,33858,275264439,8451.84
05-Apr-21,33649.15,33697.75,32330.15,32678.85,306389349,8317.73
06-Apr-21,32915.65,33007.65,32338.4,32501.35,263466128,7146.59
07-Apr-21,32529.7,33191.7,32141.55,32991.2,301661823,8454.15
08-Apr-21,33154.2,33306.8,32704.75,32782.85,242109321,6459.28
09-Apr-21,32636.9,32972.15,32329.95,32448.05,342531390,8525.93
12-Apr-21,31637.9,31698.05,30520.3,30792,500839301,10617.9
13-Apr-21,30901.8,31885.45,30722.85,31771.6,394495718,8562.91
15-Apr-21,31929.1,32187.05,31406.4,32112.85,359820808,10459.88
16-Apr-21,32161.45,32325.15,31911.9,31977.45,282437841,6904.9
19-Apr-21,30993.45,31304.3,30405.65,31208.4,371591981,9337.41
20-Apr-21,31568.95,31731.65,30891,31112.7,301980700,7876.41
22-Apr-21,30763.5,31834.5,30555.25,31782.6,324393822,10428.93
23-Apr-21,31490.6,32148.4,31377.15,31722.3,333782207,8936.18
26-Apr-21,32316.65,32603.7,32144.8,32275.15,312038031,11319.42
27-Apr-21,32228.95,32807.1,32152.95,32735.35,298418626,10157.29
28-Apr-21,32865.5,33777.7,32840.3,33722.8,354104361,12947.01
29-Apr-21,33901.6,34287,33304.6,33714.5,381173342,11785.88
30-Apr-21,33112.4,33455.25,32663.4,32781.8,356408638,11062.75
03-May-21,32368.55,32566.6,31906.55,32465.75,313628139,9845.07
04-May-21,32610.4,33011.55,32191.4,32270.35,672537145,10097.81
05-May-21,32577.1,32862.15,32068.55,32783.7,343564356,7341.58
06-May-21,32900.75,32956.35,32564,32827.8,268011511,6399.32
07-May-21,33041.65,33259.15,32771.35,32904.5,261346010,5927.59
10-May-21,33175.3,33297.6,33028.15,33142.4,366829284,6814.19
11-May-21,32640.95,33154.3,32611.7,32872.2,410859353,7328.56
12-May-21,32717.65,32747.7,32352.3,32452.3,530601264,7947.48
14-May-21,32495.15,32622.65,32115.5,32169.55,344502670,6778.47
17-May-21,32437.85,33506.9,32318.7,33459.25,432480348,11186.93
18-May-21,33893.1,34142.85,33730.45,33922.4,385809306,10877.63
19-May-21,33717.1,33959.3,33608.25,33685.2,310365750,7151.62
20-May-21,33692.55,33833.7,33273.95,33334.55,498149396,7971.93
21-May-21,33559.8,34694.45,33559.75,34606.9,534919600,15481.77
24-May-21,34869.3,35216.1,34528.3,34943.6,618209361,13622.16
25-May-21,35095,35125.85,34410.4,34662,349434738,7934.33
26-May-21,34757.15,34897.95,34462.5,34684.2,321416671,6958.58
27-May-21,34664.2,35220.8,34529.7,35095.05,726180251,12383.5
28-May-21,35345.65,35436.65,34977.2,35141.45,551320823,10112.32
31-May-21,35097.45,35584.3,34930.1,35526.65,379880136,7409.4
01-Jun-21,35639.75,35713.9,35241.2,35337.2,323916139,7023.03
02-Jun-21,35271.6,35415.85,35070.3,35373.75,591363574,8204.85
03-Jun-21,35536.45,35723.7,35413,35649,421766510,8052.52
04-Jun-21,35657.85,35810.9,35176.15,35291.65,282780039,6361.13
07-Jun-21,35460.8,35545.85,35338.55,35443.65,253219977,4479.08
08-Jun-21,35433.8,35449.5,34962.65,35085.3,214827767,4957.91
09-Jun-21,35114.25,35402.45,34641.2,34800.5,315893506,6186.83
10-Jun-21,34903.6,35165.65,34734.4,35131.2,324664716,5476.33
11-Jun-21,35324.65,35344,34891.3,35047.4,192127390,4479.26
14-Jun-21,34936.55,34995.15,34374.35,34950.6,311604282,5533.18
15-Jun-21,35038.05,35317.4,34917.9,35247.75,170044245,4690.54
16-Jun-21,35196.25,35380,34916.2,35003.5,157933211,4256.7
17-Jun-21,34619.8,34882.4,34458.1,34605.4,199243725,5003.67
18-Jun-21,34735.15,34787.4,33908.95,34558,274819851,6551.86
21-Jun-21,34109.45,34927.65,33937.5,34871.3,260354639,5691.5
22-Jun-21,35084.9,35281.9,34664.35,34745,264369582,5876.63
23-Jun-21,34911.85,34937.65,34525.45,34574,315407199,6100.47
24-Jun-21,34687.7,34935.3,34592.35,34827,210383466,5047.31
25-Jun-21,34916.65,35491.95,34915.85,35364.65,236854047,7005.52
28-Jun-21,35488.2,35576.95,35236.45,35359.45,320196203,5890.36
29-Jun-21,35320.45,35337.45,34913.7,35010.3,266274918,6869.92
30-Jun-21,35001.9,35214.9,34730.45,34772.2,249544293,5922.66
01-Jul-21,34866,34917.65,34650.95,34684,164003666,4642.09
02-Jul-21,34728.1,34894.45,34632.6,34809.9,165618523,4150.49
05-Jul-21,35010.95,35234.3,34926.4,35212,164345876,3521.4
06-Jul-21,35173.6,35807.45,35165.55,35579.15,179452046,6015.41
07-Jul-21,35550.6,35795.75,35427.65,35771.3,151482780,4373.93
08-Jul-21,35603.25,35811,35134.65,35274.1,169181977,4674.22
09-Jul-21,35163.75,35225.2,34859.9,35071.95,145257589,4368.31
12-Jul-21,35285.05,35394.3,35060.35,35198.9,183089619,4314.98
13-Jul-21,35480.05,35727.85,35340.7,35673.4,134145673,5257.17
14-Jul-21,35585.85,35804.05,35434.75,35668.25,103104332,3621.95
15-Jul-21,35757.45,35985.25,35625.7,35907.65,116401975,3780.09
16-Jul-21,35977.95,35977.95,35674.75,35751.8,124898578,3037.86
19-Jul-21,35070.5,35347.05,34899.2,35079.2,130897303,4910.46
20-Jul-21,34791.15,34894.15,34357.35,34415.45,159709578,5359.02
22-Jul-21,34774.55,34989.1,34557.85,34677.3,164037904,4445.62
23-Jul-21,34748.35,35088,34404.75,35034.4,200257651,5310.25
26-Jul-21,34947.85,35138.2,34669.55,34949.7,179131153,6187.92
27-Jul-21,35029.3,35186.1,34713.55,34797.45,173044876,6639.9
28-Jul-21,34839.45,34841.55,34115.2,34532.9,174745645,6783.84
29-Jul-21,34740.3,34778.15,34495.2,34691.5,195999122,5521.61
30-Jul-21,34698.75,34738.75,34445.4,34584.35,174178173,5836.13
02-Aug-21,34760.9,34861.75,34588.25,34710,241611859,5151.4
03-Aug-21,34660.75,35238.45,34649.2,35207.45,254949840,6529.88
04-Aug-21,35388.15,36219.8,35313,36028.05,363137299,13550.66
05-Aug-21,36093.95,36115.45,35661.3,35834.75,312002845,8949.45
06-Aug-21,35875.8,36080.1,35700.45,35809.25,230463834,7209.36
09-Aug-21,35824.2,36159.85,35612.3,36028.95,166874234,4546.7
10-Aug-21,35954.55,36317,35890.5,36034.1,201187741,6083.06
11-Aug-21,36218.25,36227.55,35531.35,35806.4,200203008,4955.85
12-Aug-21,35825.4,35998.15,35702.9,35937.05,122331527,3481.99
13-Aug-21,36000.75,36233.3,35937.1,36169.35,125846393,4593.12
16-Aug-21,36100.65,36261.55,36032.4,36094.5,87300657,2984.95
17-Aug-21,35935.05,35993.7,35611.85,35867.45,118332001,3930.78
18-Aug-21,36222.5,36248.9,35432,35554.5,140479197,5157.2
20-Aug-21,35146.5,35306.5,34926.5,35033.85,181201194,5621.76
23-Aug-21,35424.2,35427.4,34817.5,35124.4,174160064,4581.56
24-Aug-21,35200.75,35795.3,35070,35712.1,173607876,5382.27
25-Aug-21,35768.85,35910.3,35499.65,35586.25,144304924,3947.9
26-Aug-21,35485.95,35785.8,35411.8,35617.55,136431065,4684.26
27-Aug-21,35559.75,35727.9,35359.25,35627.8,120863177,3898.87
30-Aug-21,35781.05,36398.45,35721.9,36347.65,150364401,5079.7
31-Aug-21,36367.4,36552.8,36216.2,36424.6,210320042,7839.06
01-Sep-21,36591.45,36997.7,36487.15,36574.3,181520267,7867.86
02-Sep-21,36588.4,36895.55,36469,36831.3,118881969,4621.75
03-Sep-21,36883.65,37140,36563.2,36761.15,155572966,5188.05
06-Sep-21,36878.25,36923.65,36554.45,36592.35,88610035,3038.65
07-Sep-21,36558.85,36685.85,36151.95,36468.8,124504318,3933.55
08-Sep-21,36519.7,36855.9,36393.6,36768.2,175840330,6679.55
09-Sep-21,36725.5,36857.2,36566.7,36683.2,83638944,3301.5
13-Sep-21,36608.45,36724.85,36327.05,36471.8,82205571,3282.17
14-Sep-21,36639.95,36756,36529.65,36613.05,109343491,4311.88
15-Sep-21,36543.55,36949.7,36496.05,36852.25,177854499,5463.77
16-Sep-21,36946,37720.15,36907.75,37668.6,423076588,10734
17-Sep-21,37929.5,38112.75,37396.05,37811.95,335066214,11153.32
20-Sep-21,37388.2,37802.75,37068.45,37145.7,152042291,4919.32
21-Sep-21,37238.4,37340.7,36525.95,37235.85,153954277,5563.12
22-Sep-21,37277.1,37328.6,36885.6,36944.65,106372965,4126.9
23-Sep-21,37241.25,37830.75,37216.15,37771.7,139137134,5471.4
24-Sep-21,37954,38112.6,37680,37830.3,138418570,5205.98
27-Sep-21,38054.75,38355.2,37968.2,38171.25,112955375,4516.18
28-Sep-21,38360,38377.25,37315.2,37945,200987747,5679.24
29-Sep-21,37601.1,37923.45,37371.05,37743,260519352,7824.77
30-Sep-21,37677.8,37884.85,37354.25,37425.1,235076302,7155.78
01-Oct-21,37140.4,37299.4,36876.35,37225.9,189209173,4705.98
04-Oct-21,37392.15,37670.7,37355.6,37579.65,146438070,3839
05-Oct-21,37499.8,37786.6,37364.75,37741,153094965,4372.22
06-Oct-21,37768.8,38106.85,37452,37521.55,204213956,6270.47
07-Oct-21,37894,37923.65,37650.25,37753.2,136415691,4753.02
08-Oct-21,37906.4,38105.2,37674.35,37775.25,168175930,4611.89
11-Oct-21,37782.75,38495.3,37744.65,38293.8,136093225,4785.36
12-Oct-21,38178.35,38609.6,38144.6,38521.5,201279829,4935.67
13-Oct-21,38735.3,38779.05,38502.7,38635.75,205858894,3921.24
14-Oct-21,38684.65,39375.05,38673,39340.9,249639376,5612.83
18-Oct-21,39794.25,39947.6,39569.55,39684.8,580029143,9484.58
19-Oct-21,39927.3,40011.15,39394.25,39540.5,274854608,5832.63
20-Oct-21,39545.45,39774.55,39292.8,39518.2,236894524,6136.15
21-Oct-21,39676.55,40200.45,39428.1,40030.2,271266226,7241.93
22-Oct-21,40192.65,40587.35,40149.55,40323.65,370521433,8427.53
25-Oct-21,40961.25,41829.6,40508.1,41192.4,476829654,17994.24
26-Oct-21,41057.75,41367.25,40829.15,41238.3,437106559,10330.7
27-Oct-21,41234.55,41347,40750,40874.35,322833423,10941.19
28-Oct-21,40915.15,40931.05,39350.2,39508.95,512721476,11302.12
29-Oct-21,39424.55,39775.25,38426.65,39115.6,341299932,9276.25
01-Nov-21,39432.15,39862.6,39120.65,39763.75,203227931,6875.2
02-Nov-21,39796.9,40107.6,39590.7,39938.45,265000402,7594.77
03-Nov-21,40040.65,40160.2,39304.85,39402.05,267471244,9163.63
04-Nov-21,39669.1,39734.7,39514.15,39573.7,38771464,1174.3
08-Nov-21,39674.05,39674.05,38932.15,39438.25,212859120,10040.13
09-Nov-21,39517.85,39560.6,39223.4,39368.8,203521905,6800.76
10-Nov-21,39206.2,39220.3,38873.8,39023.25,167942059,5776.38
11-Nov-21,38913.05,38929.95,38346.05,38560.2,146046747,4676.68
12-Nov-21,38707.15,38822.85,38467.8,38733.35,136008185,5412.25
15-Nov-21,38849.45,39117.15,38606.6,38702.35,112339108,4496.4
16-Nov-21,38710.9,38724.7,38211.1,38307.1,129073386,4580.98
17-Nov-21,38113.4,38456.3,37981.2,38041.55,139261045,5184.44
18-Nov-21,38071.9,38233.95,37748.45,37976.25,238703538,6350.8
22-Nov-21,38232.15,38241,36655.4,37128.8,209492175,7478.88
23-Nov-21,36787,37448.75,36647.55,37272.8,188686871,7162.98
24-Nov-21,37384.75,37891.9,37238.05,37441.95,157620877,7326.17
25-Nov-21,37362.05,37507.95,37118.4,37364.75,140754665,5397.62
26-Nov-21,36830.9,36868.9,35904.1,36025.5,211362819,7180.94
29-Nov-21,36224.45,36347.85,35327.9,35976.45,187220921,6835.46
30-Nov-21,35958.8,36774.2,35526.35,35695.3,227277255,9108.48
01-Dec-21,35902.9,36445.35,35805,36364.9,173851062,6460.45
02-Dec-21,36281.85,36563.5,36166.7,36508.25,131729305,5162.81
03-Dec-21,36497.3,36844,36062.85,36197.15,138908168,5366.96
06-Dec-21,36252.75,36344.55,35696.75,35735.9,136034034,4839.19
07-Dec-21,36086.95,36820.7,36013.95,36618.4,146690900,7194.76
08-Dec-21,37052.75,37384.8,36905.15,37284.7,164970767,7565.62
09-Dec-21,37331.75,37397.55,36884.45,37082.45,123180683,4973.41
10-Dec-21,37083.15,37153.25,36824.4,37105.65,170851309,4280.7
13-Dec-21,37358.2,37581.05,36861.9,36925.25,157271322,5574.96
14-Dec-21,36778.95,37039.05,36545.4,36893.95,132155329,5926.56
15-Dec-21,36929.5,37083.5,36743.2,36789.55,105795292,4059.21
16-Dec-21,37092.95,37159.3,36385.75,36548.65,112689350,4473.63
17-Dec-21,36491.8,36550.75,35535.05,35618.65,152082650,5119.66
20-Dec-21,35124.35,35231.1,34018.45,34439.85,200121444,6632.7
21-Dec-21,34863.35,35050,34389.95,34607.85,159620617,4749.81
22-Dec-21,34865.25,35112.1,34687.6,35029.5,128585560,4013.63
23-Dec-21,35350.5,35477.3,35046.25,35191.15,114199334,3761.1
24-Dec-21,35282.2,35327.95,34583.4,34857.05,132458164,3370.2
27-Dec-21,34573.65,35143.7,34233,35057.9,335136830,6888.03
28-Dec-21,35308.3,35352.4,35037.9,35183.8,181620183,4567.78
29-Dec-21,35168.85,35378.3,34890.8,35045.4,122522831,3502.2
30-Dec-21,34977.65,35179.05,34751.25,35063.6,328003519,7418.43
31-Dec-21,35114.4,35596.95,35113.75,35481.7,210320259,4234.82
03-Jan-22,35585.2,36492.1,35526.6,36421.9,219015015,5334.58
04-Jan-22,36551.25,36887.8,36374.4,36840.15,190538010,5610.46
05-Jan-22,36943.55,37862.4,36756.35,37695.9,237374910,8762.4
06-Jan-22,37242.55,37752.5,37058.45,37490.25,199034793,5835.83
07-Jan-22,37667.05,38134.85,37427.8,37739.6,183337111,6079.93
10-Jan-22,37930.55,38400.35,37929.35,38347.9,206472501,5233.55
11-Jan-22,38370,38504.6,38031.75,38442.2,159537910,5111.1
12-Jan-22,38719.6,38851.45,38604.6,38727.55,156053463,5993.13
13-Jan-22,38717.55,38717.55,38376.15,38469.95,159208683,6581.17
14-Jan-22,38302.35,38448.05,38007.75,38370.4,148647294,5026.83
17-Jan-22,38212.55,38617.5,38138.25,38216.15,140304025,6085.82
18-Jan-22,38337.4,38855.55,38095.4,38210.3,168774319,6097.59
19-Jan-22,38145.75,38330.5,37769.25,38041.35,165345459,5649.74
20-Jan-22,38106.1,38167.95,37591.85,37850.85,149614744,5346.09
21-Jan-22,37522.35,37741,37224.25,37574.3,157806216,5068.35
24-Jan-22,37601.95,37694.7,36375.35,36947.55,231032351,7721.28
25-Jan-22,36598.05,37788.8,36415.6,37706.75,267527334,9128.85
27-Jan-22,37058.2,38147.65,37012.25,37982.1,346316385,11525.61
28-Jan-22,38246.6,38421.7,37581.5,37689.4,294272749,8873.07
31-Jan-22,38091.8,38217.25,37647.85,37975.35,217789465,7700.59
01-Feb-22,38460.45,38802.7,37690.6,38505.5,234113973,8524.68
02-Feb-22,38841.55,39386.6,38752.65,39330.5,252636678,7615.88
03-Feb-22,39255.7,39424.85,38861.15,39010,193762539,5923.08
04-Feb-22,39128,39278.6,38562.6,38789.35,163095693,5657.43
