Date,Symbol,OpenPrice,HighPrice,LowPrice,ClosePrice,High%,Low%,Close%,target_wrt_h&l%,stoploss_wrt_h&l%,profit_decider,Day,Month,Year,stploss,trgt,profit,cumsum,cumprod
2022-08-16,ADANIENT,2879.0,2986.0,2871.0,2975.85,3.717,-0.278,3.364,3.717,0.278,0.278,16,8,2022,0.01,20.1,-0.02,-0.02,0.9998
2022-08-17,ADANIENT,2986.0,3028.55,2980.0,3008.65,1.425,-0.201,0.759,1.425,0.201,0.201,17,8,2022,0.01,20.1,-0.02,-0.04,0.99960004
2022-08-18,ADANIENT,3005.0,3186.0,3004.0,3153.65,6.023,-0.033,4.947,6.023,0.033,0.033,18,8,2022,0.01,20.1,-0.02,-0.06,0.999400119992
2022-08-19,ADANIENT,3178.0,3258.9,3075.25,3130.2,2.546,-3.233,-1.504,3.233,2.546,2.546,19,8,2022,0.01,20.1,-0.02,-0.08,0.9992002399680016
2022-08-22,ADANIENT,3134.0,3191.8,3029.2,3051.6,1.844,-3.344,-2.629,3.344,1.844,1.844,22,8,2022,0.01,20.1,-0.02,-0.1,0.999000399920008
2022-08-23,ADANIENT,3032.65,3074.0,2927.4,3030.65,1.363,-3.471,-0.066,3.471,1.363,1.363,23,8,2022,0.01,20.1,-0.02,-0.12,0.998800599840024
2022-08-24,ADANIENT,3038.0,3153.0,2986.0,3134.65,3.785,-1.712,3.181,3.785,1.712,1.712,24,8,2022,0.01,20.1,-0.02,-0.14,0.998600839720056
2022-08-25,ADANIENT,3167.0,3177.8,3055.7,3066.35,0.341,-3.514,-3.178,3.514,0.341,0.341,25,8,2022,0.01,20.1,-0.02,-0.16,0.998401119552112
2022-08-26,ADANIENT,3080.0,3172.95,3078.0,3139.55,3.018,-0.065,1.933,3.018,0.065,0.065,26,8,2022,0.01,20.1,-0.02,-0.18,0.9982014393282016
2022-08-29,ADANIENT,3055.0,3166.45,3037.85,3142.6,3.648,-0.561,2.867,3.648,0.561,0.561,29,8,2022,0.01,20.1,-0.02,-0.1999999999999999,0.998001799040336
2022-08-30,ADANIENT,3165.0,3263.1,3161.0,3194.35,3.1,-0.126,0.927,3.1,0.126,0.126,30,8,2022,0.01,20.1,-0.02,-0.2199999999999999,0.997802198680528
2022-09-01,ADANIENT,3200.0,3245.0,3184.4,3233.25,1.406,-0.487,1.039,1.406,0.487,0.487,1,9,2022,0.01,20.1,-0.02,-0.2399999999999999,0.997602638240792
2022-09-02,ADANIENT,3261.0,3369.4,3225.0,3355.8,3.324,-1.104,2.907,3.324,1.104,1.104,2,9,2022,0.01,20.1,-0.02,-0.2599999999999999,0.9974031177131438
2022-09-05,ADANIENT,3374.1,3431.8,3313.0,3346.55,1.71,-1.811,-0.817,1.811,1.71,1.71,5,9,2022,0.01,20.1,-0.02,-0.2799999999999999,0.9972036370896012
2022-09-06,ADANIENT,3370.0,3447.6,3355.0,3435.8,2.303,-0.445,1.953,2.303,0.445,0.445,6,9,2022,0.01,20.1,-0.02,-0.3,0.9970041963621834
2022-09-07,ADANIENT,3435.8,3487.95,3406.1,3473.75,1.518,-0.864,1.105,1.518,0.864,0.864,7,9,2022,0.01,20.1,-0.02,-0.32,0.996804795522911
2022-09-08,ADANIENT,3499.0,3501.5,3450.0,3462.8,0.071,-1.4,-1.035,1.4,0.071,0.071,8,9,2022,0.01,20.1,-0.02,-0.34,0.9966054345638063
2022-09-09,ADANIENT,3479.0,3507.95,3415.15,3451.2,0.832,-1.835,-0.799,1.835,0.832,0.832,9,9,2022,0.01,20.1,-0.02,-0.36,0.9964061134768936
2022-09-12,ADANIENT,3465.0,3495.5,3457.9,3463.8,0.88,-0.205,-0.035,0.88,0.205,0.205,12,9,2022,0.01,20.1,-0.02,-0.38,0.9962068322541984
2022-09-13,ADANIENT,3478.0,3568.9,3421.3,3555.8,2.614,-1.63,2.237,2.614,1.63,1.63,13,9,2022,0.01,20.1,-0.02,-0.4000000000000001,0.9960075908877476
2022-09-14,ADANIENT,3518.0,3608.0,3511.0,3572.1,2.558,-0.199,1.538,2.558,0.199,0.199,14,9,2022,0.01,20.1,-0.02,-0.4200000000000001,0.99580838936957
2022-09-15,ADANIENT,3590.0,3767.95,3575.0,3748.7,4.957,-0.418,4.421,4.957,0.418,0.418,15,9,2022,0.01,20.1,-0.02,-0.4400000000000001,0.995609227691696
2022-09-16,ADANIENT,3755.0,3866.95,3614.6,3702.2,2.981,-3.739,-1.406,3.739,2.981,2.981,16,9,2022,0.01,20.1,-0.02,-0.4600000000000001,0.995410105846158
2022-09-19,ADANIENT,3718.95,3801.95,3680.75,3778.65,2.232,-1.027,1.605,2.232,1.027,1.027,19,9,2022,0.01,20.1,-0.02,-0.4800000000000001,0.9952110238249886
2022-09-20,ADANIENT,3819.0,3885.0,3812.0,3834.55,1.728,-0.183,0.407,1.728,0.183,0.183,20,9,2022,0.01,20.1,-0.02,-0.5000000000000001,0.9950119816202236
2022-09-21,ADANIENT,3837.65,3862.8,3571.25,3640.1,0.655,-6.942,-5.148,6.942,0.655,0.655,21,9,2022,0.01,20.1,-0.02,-0.5200000000000001,0.9948129792238996
2022-09-22,ADANIENT,3639.0,3735.95,3608.05,3716.3,2.664,-0.851,2.124,2.664,0.851,0.851,22,9,2022,0.01,20.1,-0.02,-0.5400000000000001,0.9946140166280548
2022-09-23,ADANIENT,3732.0,3737.9,3655.0,3674.3,0.158,-2.063,-1.546,2.063,0.158,0.158,23,9,2022,0.01,20.1,-0.02,-0.5600000000000002,0.9944150938247294
2022-09-26,ADANIENT,3646.3,3658.0,3532.0,3586.2,0.321,-3.135,-1.648,3.135,0.321,0.321,26,9,2022,0.01,20.1,-0.02,-0.5800000000000002,0.9942162108059645
2022-09-27,ADANIENT,3596.0,3629.55,3485.85,3559.1,0.933,-3.063,-1.026,3.063,0.933,0.933,27,9,2022,0.01,20.1,-0.02,-0.6000000000000002,0.9940173675638032
2022-09-28,ADANIENT,3528.0,3596.95,3503.0,3548.75,1.954,-0.709,0.588,1.954,0.709,0.709,28,9,2022,0.01,20.1,-0.02,-0.6200000000000002,0.9938185640902906
2022-09-29,ADANIENT,3583.5,3664.75,3443.6,3470.7,2.267,-3.904,-3.148,3.904,2.267,2.267,29,9,2022,0.01,20.1,-0.02,-0.6400000000000002,0.9936198003774726
2022-09-30,ADANIENT,3447.95,3523.8,3371.1,3455.75,2.2,-2.229,0.226,2.229,2.2,2.2,30,9,2022,0.01,20.1,-0.02,-0.6600000000000003,0.9934210764173972
2022-10-03,ADANIENT,3455.75,3455.75,3455.75,3455.75,0.0,0.0,0.0,0.0,0.0,0.0,3,10,2022,0.01,20.1,-0.01,-0.6700000000000003,0.9933217343097552
