"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover In Rs  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"ADANIENT","EQ","14-Aug-2024","3,092.20","3,085.70","3,085.70","3,027.75","3,036.25","3,040.10","3,051.52","12,32,383","3,76,06,40,089.45","70,048","2,71,224","22.01"
